CONDUCTING_EQUIPMENTID,CONNECTIVITY_NODEID,LINKED_EQUIPTYPE,GEOMETRY_COORDINATES,GEOMETRY_WKB
GS0609-1$GS0610-3,-999999,UG_PRIMARY_CONDUCTOR,"{'type': 'LineString', 'coordinates': [[-118.135716836, 34.0984981148], [-118.1357208395, 34.0983363548], [-118.1355228575, 34.098333094], [-118.1355227613, 34.0983369019], [-118.1355222671, 34.0983406881], [-118.1355213787, 34.0983444237], [-118.1355201028, 34.0983480804], [-118.1355184491, 34.0983516305], [-118.1355164301, 34.098355047], [-118.1355140611, 34.0983583041], [-118.1355113602, 34.0983613769], [-118.1355083479, 34.0983642422], [-118.1355050469, 34.0983668783], [-118.1355014823, 34.0983692651], [-118.1354976813, 34.0983713845], [-118.1354936726, 34.0983732205], [-118.1354894866, 34.098374759], [-118.1354851551, 34.0983759885], [-118.135480711, 34.0983768996], [-118.135476188, 34.0983774854], [-118.1354716204, 34.0983777415], [-118.1354670429, 34.0983776658], [-118.1354624903, 34.098377259], [-118.1354579969, 34.0983765242], [-118.1354535971, 34.0983754669], [-118.1354493241, 34.0983740952], [-118.1354452104, 34.0983724194], [-118.1354412871, 34.0983704523], [-118.1354375841, 34.0983682089], [-118.1354341295, 34.0983657061], [-118.1354309494, 34.0983629629], [-118.1354280681, 34.0983600001], [-118.1354255073, 34.0983568403], [-118.1354232865, 34.0983535074], [-118.1354214226, 34.0983500267], [-118.1354199296, 34.0983464246], [-118.135418819, 34.0983427284], [-118.1354180991, 34.0983389662], [-118.1354177755, 34.0983351666], [-118.1354178505, 34.0983313583], [-118.135205877, 34.0983278653], [-118.1351984676, 34.0988534043], [-118.1346804251, 34.0988582027], [-118.134505442, 34.0989042774], [-118.1341684334, 34.0990636371], [-118.1341705027, 34.0990664012], [-118.1341722757, 34.0990693047], [-118.1341737392, 34.0990723256], [-118.1341748821, 34.099075441], [-118.1341756957, 34.0990786275], [-118.1341761739, 34.099081861], [-118.1341763131, 34.099085117], [-118.1341761121, 34.099088371], [-118.1341755727, 34.0990915982], [-118.1341746987, 34.0990947745], [-118.1341734969, 34.0990978757], [-118.1341719762, 34.0991008784], [-118.1341701483, 34.09910376], [-118.1341680268, 34.0991064987], [-118.1341656279, 34.0991090737], [-118.1341629696, 34.0991114657], [-118.1341600721, 34.0991136565], [-118.1341569572, 34.0991156297], [-118.1341536485, 34.0991173702], [-118.1341501709, 34.0991188649], [-118.1341465508, 34.0991201026], [-118.1341428155, 34.0991210739], [-118.1341389931, 34.0991217715], [-118.1341351127, 34.09912219], [-118.1341312035, 34.0991223264], [-118.1341272951, 34.0991221795], [-118.1341234169, 34.0991217506], [-118.1341195983, 34.0991210428], [-118.1341158682, 34.0991200614], [-118.1341122547, 34.099118814], [-118.1341087851, 34.09911731], [-118.1341054856, 34.0991155606], [-118.1341023812, 34.0991135791], [-118.1340994953, 34.0991113805], [-118.1340968498, 34.0991089815], [-118.1340944645, 34.0991064], [-118.1340923576, 34.0991036557], [-118.134090545, 34.0991007692], [-118.134058291, 34.0991145432], [-118.1341455833, 34.099239283]]}","bytearray(b'\x01\x02\x00\x00\x00U\x00\x00\x00\xbe\x08\xab\x95\xaf\x88]\xc0O\xe4\x12\x96\x9b\x0cA@q\xc2u\xa6\xaf\x88]\xc0\xda\xef!I\x96\x0cA@\xac4\x10h\xac\x88]\xc0\x18l\xc7-\x96\x0cA@j\xe9\xa8g\xac\x88]\xc0B\xd3\xb8M\x96\x0cA@\xc1D\x96e\xac\x88]\xc0\xb9\xa0{m\x96\x0cA@9[\xdca\xac\x88]\xc0\x8a\xc4\xd1\x8c\x96\x0cA@\x80^\x82\\\xac\x88]\xc0\xa0x~\xab\x96\x0cA@\xe8\xb8\x92U\xac\x88]\xc0\xbd@F\xc9\x96\x0cA@i\xd6\x1aM\xac\x88]\xc0z!\xef\xe5\x96\x0cA@\xa6$+C\xac\x88]\xc0$\xb3A\x01\x97\x0cA@\xe9\x12\xd77\xac\x88]\xc0\xce|\x08\x1b\x97\x0cA@1\xa44+\xac\x88]\xc0#\xac\x113\x97\x0cA@88\\\x1d\xac\x88]\xc0p\xa7.I\x97\x0cA@o\xc2h\x0e\xac\x88]\xc0\x9dD4]\x97\x0cA@\x82ww\xfe\xab\x88]\xc0\x16\xa5\xfbn\x97\x0cA@r(\xa7\xed\xab\x88]\xc0\xc3lb~\x97\x0cA@\x86y\x18\xdc\xab\x88]\xc0\x15TJ\x8b\x97\x0cA@\xdf\x8f\xed\xc9\xab\x88]\xc0\xdb\xa8\x9a\x95\x97\x0cA@\xf7\xbeI\xb7\xab\x88]\xc0`;?\x9d\x97\x0cA@16Q\xa4\xab\x88]\xc0U:)\xa2\x97\x0cA@\xdd\xc9(\x91\xab\x88]\xc0\xcc2O\xa4\x97\x0cA@?\xbc\xf5}\xab\x88]\xc0H\xa2\xac\xa3\x97\x0cA@\x16k\xddj\xab\x88]\xc0\x9e\tC\xa0\x97\x0cA@\xb3\xaa\x04X\xab\x88]\xc0\x0b\x11\x19\x9a\x97\x0cA@\xe2j\x90E\xab\x88]\xc09\x88:\x91\x97\x0cA@\x96Q\xa43\xab\x88]\xc0,\xd4\xb8\x85\x97\x0cA@WDc""\xab\x88]\xc0a\x13\xaaw\x97\x0cA@\xd9\xa7\xee\x11\xab\x88]\xc0\xb8\xc2)g\x97\x0cA@\xf6\x96f\x02\xab\x88]\xc0\x86\x18XT\x97\x0cA@\xbe=\xe9\xf3\xaa\x88]\xc0\xac_Y?\x97\x0cA@\x83\xa2\x92\xe6\xaa\x88]\xc0\x86eV(\x97\x0cA@\xcc\xdc|\xda\xaa\x88]\xc0\x00\xd5{\x0f\x97\x0cA@t9\xbf\xcf\xaa\x88]\xc0\x946\xfa\xf4\x96\x0cA@\x99\xa8n\xc6\xaa\x88]\xc0m\xdd\x04\xd9\x96\x0cA@\xabO\x9d\xbe\xaa\x88]\xc0]\x1e\xd2\xbb\x96\x0cA@\xf46Z\xb8\xaa\x88]\xc0\xf3\xaa\x9a\x9d\x96\x0cA@\x8c\xb7\xb1\xb3\xaa\x88]\xc0\x82#\x99~\x96\x0cA@\xf1\xba\xac\xb0\xaa\x88]\xc0/\xe0\t_\x96\x0cA@tDQ\xaf\xaa\x88]\xc0\xffK*?\x96\x0cA@L\xcc\xa1\xaf\xaa\x88]\xc0\xee\x088\x1f\x96\x0cA@J\xfc\x8c6\xa7\x88]\xc0\xdf\xdf\xea\x01\x96\x0cA@\xed3y\x17\xa7\x88]\xc0\x8cHu:\xa7\x0cA@\xd1M\xa5\x9a\x9e\x88]\xc0\xd8\xc4\xb5b\xa7\x0cA@\x8a\xa1\xb6\xbc\x9b\x88]\xc0\x0bo6\xe5\xa8\x0cA@\xf3f27\x96\x88]\xc0\x9e\xc8\x04\x1e\xae\x0cA@\xcdK\xe0?\x96\x88]\xc0\xa9\xa445\xae\x0cA@T\nPG\x96\x88]\xc0\xab\xdc\x8fM\xae\x0cA@%vsM\x96\x88]\xc0\x012\xe7f\xae\x0cA@\x1b\xa4>R\x96\x88]\xc0Dw\t\x81\xae\x0cA@\xc5<\xa8U\x96\x88]\xc0+l\xc4\x9b\xae\x0cA@c\xb3\xa9W\x96\x88]\xc0\x98O\xe4\xb6\xae\x0cA@d*?X\x96\x88]\xc0\x86\x844\xd2\xae\x0cA@\xeeWgW\x96\x88]\xc0\xf1m\x80\xed\xae\x0cA@\xca*$U\x96\x88]\xc0\xe7\xc9\x92\x08\xaf\x0cA@\x7f\xb7yQ\x96\x88]\xc0L\xd77#\xaf\x0cA@;KoL\x96\x88]\xc0\x06\x9e;=\xaf\x0cA@et\x0eF\x96\x88]\xc0\xcf\xddkV\xaf\x0cA@\x12\xc3c>\x96\x88]\xc0)\x0e\x98n\xaf\x0cA@\x97\xd1}5\x96\x88]\xc0i^\x91\x85\xaf\x0cA@\xfb\x04n+\x96\x88]\xc0\xa1#+\x9b\xaf\x0cA@\n\xb1G \x96\x88]\xc0\x89\xeb;\xaf\xaf\x0cA@N\x86 \x14\x96\x88]\xc0\x93\xa0\x9c\xc1\xaf\x0cA@\x1d\xed\x0f\x07\x96\x88]\xc0\xbf\n*\xd2\xaf\x0cA@\x95</\xf9\x95\x88]\xc0\xbd\xbc\xc3\xe0\xaf\x0cA@,1\x99\xea\x95\x88]\xc0\xc1\x94M\xed\xaf\x0cA@\xa9#j\xdb\x95\x88]\xc0\x86\x85\xaf\xf7\xaf\x0cA@7d\xbf\xcb\x95\x88]\xc0Y_\xd5\xff\xaf\x0cA@\xe7\x1e\xb7\xbb\x95\x88]\xc0\x01u\xaf\x05\xb0\x0cA@\xac\x92p\xab\x95\x88]\xc0\xd0-2\t\xb0\x0cA@\xf6\x19\x0b\x9b\x95\x88]\xc0\x81\x18W\n\xb0\x0cA@&}\xa6\x8a\x95\x88]\xc0`\xa1\x1b\t\xb0\x0cA@\xa6Mbz\x95\x88]\xc0\x1b\x93\x82\x05\xb0\x0cA@\xe0\x1c^j\x95\x88]\xc0\xf1\x95\x92\xff\xaf\x0cA@\xcb\xf2\xb8Z\x95\x88]\xc0\x96\x0bW\xf7\xaf\x0cA@z\xfb\x90K\x95\x88]\xc0/F\xe0\xec\xaf\x0cA@\x17\x87\x03=\x95\x88]\xc0puB\xe0\xaf\x0cA@p\xb7,/\x95\x88]\xc0\x9e\xa6\x95\xd1\xaf\x0cA@vd\'""\x95\x88]\xc0yi\xf6\xc0\xaf\x0cA@P\xae\x0c\x16\x95\x88]\xc0W\xf4\x84\xae\xaf\x0cA@\xcf\x18\xf4\n\x95\x88]\xc0%$e\x9a\xaf\x0cA@\x89\xe6\xf2\x00\x95\x88]\xc0\x82i\xbd\x84\xaf\x0cA@F\xa2\x1c\xf8\x94\x88]\xc0\xa1\x12\xb8m\xaf\x0cA@\x95^\x82\xf0\x94\x88]\xc0y\\\x81U\xaf\x0cA@\x92\xe69i\x94\x88]\xc0\x0e\xcd\x0c\xc9\xaf\x0cA@IK[\xd7\x95\x88]\xc0T{q\xdf\xb3\x0cA@')"
5545443:RCS9711-4,-999999,UG_SWITCH,"{'type': 'LineString', 'coordinates': [[-118.146171649, 34.1052184592], [-118.1462111118, 34.1053336369]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00\xac\x03U\xe0Z\x89]\xc0\x8a\x99h\xccw\rA@\x8a\xdf\xd9\x85[\x89]\xc0\xbe\xd3\x96\x92{\rA@')
299261578_4668431E:299261576,299261578,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1472840312, 34.1014540906]}",bytearray(b'\x01\x01\x00\x00\x00\x88N\x00\x1am\x89]\xc0\x12\x96\x98r\xfc\x0cA@')
196783952_1431256E$ND196783952,196783952,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1282896356, 34.1001458876]}",bytearray(b'\x01\x01\x00\x00\x00VT\xbb\xe55\x88]\xc0\x13\t\x98\x94\xd1\x0cA@')
508347H:508347H,-999999,POTHEAD,"{'type': 'Point', 'coordinates': [-118.1374900744, 34.0991505617]}",bytearray(b'\x01\x01\x00\x00\x00\xa6D+\xa3\xcc\x88]\xc0\xd6\xf01\xf7\xb0\x0cA@')
51229774_4740418E$695329H,51229774,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1386117687, 34.1028804141]}",bytearray(b'\x01\x01\x00\x00\x00\x10Z\xe5\x03\xdf\x88]\xc0\xae\xfav/+\rA@')
CAB_508577H:508577H,-999999,OH_TRANSFORMER_LOCATION,"{'type': 'Point', 'coordinates': [-118.1385786703, 34.1013513309]}",bytearray(b'\x01\x01\x00\x00\x00&7\x12y\xde\x88]\xc0\x90\xcf\x95\x14\xf9\x0cA@')
508349H:51229810,-999999,CUTOUT,"{'type': 'Point', 'coordinates': [-118.1374846979, 34.1001161014]}",bytearray(b'\x01\x01\x00\x00\x00\x95K\x9e\x8c\xcc\x88]\xc0s\xa8\xba\x9a\xd0\x0cA@')
293588B3D784EE34E0637F61810A7CE3,-999999,UG_TRANSFORMER,"{'type': 'Point', 'coordinates': [-118.1355507448, 34.0984953905]}",bytearray(b'\x01\x01\x00\x00\x00S\xf7\x07\xdd\xac\x88]\xc0\x8b\x808\x7f\x9b\x0cA@')
43019713s_293588A7F4F9EE34E0637F61810A7CE3,43019713s,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1266326449, 34.0996681362]}",bytearray(b'\x01\x01\x00\x00\x00\xe5\x1c\xcf\xbf\x1a\x88]\xc0U\xb7\xec\xec\xc1\x0cA@')
1579868E:1579868E,-999999,POTHEAD,"{'type': 'LineString', 'coordinates': [[-118.1340145048, 34.0983396638], [-118.1340842373, 34.0984656569]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00\x90\xd3\x92\xb1\x93\x88]\xc0\xd7\xf5\xe3d\x96\x0cA@5\x87\r\xd6\x94\x88]\xc0\x13\x15\xcc\x85\x9a\x0cA@')
1579864E:1579864E,-999999,POTHEAD,"{'type': 'Point', 'coordinates': [-118.1338944826, 34.0981600323]}",bytearray(b'\x01\x01\x00\x00\x00p\xf8)\xba\x91\x88]\xc0\\@\x08\x82\x90\x0cA@')
58679746_ND58679746$ND215486954,58679746,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1462689155, 34.1039082794]}",bytearray(b'\x01\x01\x00\x00\x00\x9c\x1fLx\\\x89]\xc0@\xe7\xd2\xddL\rA@')
GS0626-2$ND246248050,-999999,UG_PRIMARY_CONDUCTOR,"{'type': 'LineString', 'coordinates': [[-118.1403441966, 34.0987510158], [-118.1403522664, 34.0984563057], [-118.1399404915, 34.0984495339], [-118.1399329227, 34.0987681093], [-118.1387520309, 34.0987830082]]}",bytearray(b'\x01\x02\x00\x00\x00\x05\x00\x00\x00%\xa59f\xfb\x88]\xc0e\xa7\x8f\xdf\xa3\x0cA@\xe1\x86\x12\x88\xfb\x88]\xc0\x82\x88Z7\x9a\x0cA@<\x98\xf6\xc8\xf4\x88]\xc0\x174\x8c\xfe\x99\x0cA@U\xa87\xa9\xf4\x88]\xc0g\xaa\xf3n\xa4\x0cA@\x05\xbe2P\xe1\x88]\xc0L\xcf\xee\xeb\xa4\x0cA@')
174139655_5640073:J073A-3,174139655,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1303637196, 34.1006269591]}",bytearray(b'\x01\x01\x00\x00\x00\x15\x11\x12\xe1W\x88]\xc0\x187\x1dX\xe1\x0cA@')
42981501_CAB_1430548E:1430548E,42981501,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1272702086, 34.1006864149]}",bytearray(b'\x01\x01\x00\x00\x00K\xec\xf11%\x88]\xc0\xd0\x92\xddJ\xe3\x0cA@')
55295271_55295288$55295304,55295271,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1448336364, 34.0927683904]}",bytearray(b'\x01\x01\x00\x00\x00\xb8\xecL\xf4D\x89]\xc0oo\xa9\xd5\xdf\x0bA@')
166167736_1430540E:0180153,166167736,TERMINAL,"{'type': 'Point', 'coordinates': [-118.128338712, 34.0997689532]}",bytearray(b'\x01\x01\x00\x00\x00s\xb6\x92\xb36\x88]\xc08\x93\xa3:\xc5\x0cA@')
5002091:GS0609-3,-999999,UG_SWITCH,"{'type': 'Point', 'coordinates': [-118.1355507448, 34.0984953905]}",bytearray(b'\x01\x01\x00\x00\x00S\xf7\x07\xdd\xac\x88]\xc0\x8b\x808\x7f\x9b\x0cA@')
1349619E:1349619E,-999999,POTHEAD,"{'type': 'Point', 'coordinates': [-118.1448074168, 34.0984008467]}",bytearray(b'\x01\x01\x00\x00\x00\xf4\xd7S\x86D\x89]\xc0\xd4<!f\x98\x0cA@')
1387680E:43017932,-999999,CUTOUT,"{'type': 'LineString', 'coordinates': [[-118.1294271025, 34.0998701261], [-118.1294295811, 34.0997674766]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00\x07\x1d\x9d\x88H\x88]\xc04\xb9V\x8b\xc8\x0cA@h}\x02\x93H\x88]\xc0\xc9\x99@.\xc5\x0cA@')
1327583E:54028365,-999999,CUTOUT,"{'type': 'Point', 'coordinates': [-118.1472753862, 34.0994019866]}",bytearray(b'\x01\x01\x00\x00\x00\x06\xcf\xbd\xf5l\x89]\xc0^\xcdL4\xb9\x0cA@')
51229759_695329H:51229756,51229759,TERMINAL,"{'type': 'Point', 'coordinates': [-118.138614235, 34.1027777643]}","bytearray(b""\x01\x01\x00\x00\x00r\x85=\x0e\xdf\x88]\xc0V6`\xd2\'\rA@"")"
1605137E:137E,-999999,POTHEAD,"{'type': 'Point', 'coordinates': [-118.1319082465, 34.0993805257]}",bytearray(b'\x01\x01\x00\x00\x00\x932I/q\x88]\xc0\xd2\xdeE\x80\xb8\x0cA@')
55316510_55316537$55316545,55316510,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1261835924, 34.1027073487]}",bytearray(b'\x01\x01\x00\x00\x00\x96\xa9Xd\x13\x88]\xc0\xd9\xdc\xaf\x83%\rA@')
CAB_5003349:GS0625,-999999,UG_SWITCH_LOCATION,"{'type': 'Polygon', 'coordinates': [[[-118.1421240458, 34.0984297755], [-118.1415750359, 34.0984207944], [-118.1415671672, 34.0987488434], [-118.1421161796, 34.0987578244], [-118.1421240458, 34.0984297755]]]}",bytearray(b'\x01\x03\x00\x00\x00\x01\x00\x00\x00\x05\x00\x00\x00\xeb+t\x8f\x18\x89]\xc0\xd1\\\xcdX\x99\x0cA@\xb7G\xbd\x90\x0f\x89]\xc0\xe0\x98v\r\x99\x0cA@\xedS\xbco\x0f\x89]\xc0\xdeuV\xcd\xa3\x0cA@S\xe7un\x18\x89]\xc0\xd5\x02\xad\x18\xa4\x0cA@\xeb+t\x8f\x18\x89]\xc0\xd1\\\xcdX\x99\x0cA@')
293588A56D1AEE34E0637F61810A7CE3,-999999,OH_TRANSFORMER,"{'type': 'Point', 'coordinates': [-118.1271572418, 34.1002365662]}",bytearray(b'\x01\x01\x00\x00\x00\xc2\xbe X#\x88]\xc0\x9f\xd8B\x8d\xd4\x0cA@')
293588A56D25EE34E0637F61810A7CE3,-999999,OH_TRANSFORMER,"{'type': 'Point', 'coordinates': [-118.1285273023, 34.0984279305]}",bytearray(b'\x01\x01\x00\x00\x00b\x01\x94\xca9\x88]\xc0WASI\x99\x0cA@')
58606800_CAB_1662218E:1662218E,58606800,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1448803118, 34.100781141]}",bytearray(b'\x01\x01\x00\x00\x00\xfa@\x12\xb8E\x89]\xc0\x04S|e\xe6\x0cA@')
293588A93693EE34E0637F61810A7CE3,-999999,OH_TRANSFORMER,"{'type': 'Point', 'coordinates': [-118.1385362294, 34.1000633641]}",bytearray(b'\x01\x01\x00\x00\x00c\xa5\x0f\xc7\xdd\x88]\xc0++V\xe0\xce\x0cA@')
293588A419B3EE34E0637F61810A7CE3,-999999,OH_TRANSFORMER,"{'type': 'Point', 'coordinates': [-118.1461066957, 34.1025868685]}",bytearray(b'\x01\x01\x00\x00\x00\x85\xf0\xe5\xcfY\x89]\xc0p\x9a\x06\x91!\rA@')
55295483_4535081E:55295481,55295483,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1422231726, 34.0934737394]}",bytearray(b'\x01\x01\x00\x00\x009\xc38/\x1a\x89]\xc0\x00\xe1\x8e\xf2\xf6\x0bA@')
54029939_CAB_4374250E:4374250E,54029939,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1461159752, 34.1019440639]}",bytearray(b'\x01\x01\x00\x00\x00\x0f\xba\xd1\xf6Y\x89]\xc0e<\xca\x80\x0c\rA@')
55318654_1349619E$GS0625-3,55318654,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1448074168, 34.0984008467]}",bytearray(b'\x01\x01\x00\x00\x00\xf4\xd7S\x86D\x89]\xc0\xd4<!f\x98\x0cA@')
55316503_55316529$55316521,55316503,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1263267989, 34.1026384075]}",bytearray(b'\x01\x01\x00\x00\x00\x91x\xff\xbc\x15\x88]\xc0U\xc3]A#\rA@')
293588A65174EE34E0637F61810A7CE3,-999999,OH_TRANSFORMER,"{'type': 'Point', 'coordinates': [-118.1374929021, 34.1015007435]}",bytearray(b'\x01\x01\x00\x00\x00\xe8|\x07\xaf\xcc\x88]\xc0\x14\xed\xf2\xf9\xfd\x0cA@')
54028458_CAB_406057E:406057E,54028458,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1472702366, 34.1007870071]}",bytearray(b'\x01\x01\x00\x00\x00\xc1w$\xe0l\x89]\xc0\x99\xad\xb1\x96\xe6\x0cA@')
174139656_5640073:J073A-3,174139656,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1303942894, 34.1006705706]}",bytearray(b'\x01\x01\x00\x00\x00\xb9#JaX\x88]\xc0\xc62\xf4\xc5\xe2\x0cA@')
42999660_293588B2164AEE34E0637F61810A7CE3,42999660,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1301111157, 34.1002786206]}",bytearray(b'\x01\x01\x00\x00\x00\xc4\xb1\x92\xbdS\x88]\xc0\x85\xfb\t\xee\xd5\x0cA@')
55295524_1658472E$1658471E,55295524,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1429365372, 34.0934841151]}",bytearray(b'\x01\x01\x00\x00\x00\\+J\xdf%\x89]\xc0f\x86\x98I\xf7\x0bA@')
55347869_ND55347869$1349619E,55347869,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1448142571, 34.0981841833]}",bytearray(b'\x01\x01\x00\x00\x00L\x8f\x04\xa3D\x89]\xc0\x05!\xa0L\x91\x0cA@')
42981677_4534422E:42981674,42981677,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1295951571, 34.1000182012]}",bytearray(b'\x01\x01\x00\x00\x00\xba]|IK\x88]\xc0R\x94{e\xcd\x0cA@')
695258H:137947525,-999999,CUTOUT,"{'type': 'LineString', 'coordinates': [[-118.1386149145, 34.1016448494], [-118.1384905966, 34.1016454416]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00\xfb \x17\x11\xdf\x88]\xc0l\xfd\xcb\xb2\x02\rA@\xd5\xcc\xa9\x07\xdd\x88]\xc0\xd0\xba\xc3\xb7\x02\rA@')
1579864E$BS0867-T,-999999,UG_PRIMARY_CONDUCTOR,"{'type': 'LineString', 'coordinates': [[-118.1338172817, 34.0980370898], [-118.1337973978, 34.0980096899], [-118.1338259904, 34.0979822785], [-118.1339209791, 34.0979838339], [-118.1339220457, 34.097869439]]}","bytearray(b'\x01\x02\x00\x00\x00\x05\x00\x00\x00\xa2""\\v\x90\x88]\xc06>\xb7z\x8c\x0cA@\xd1\xf5\xf5""\x90\x88]\xc0\xe3g\xde\x94\x8b\x0cA@\xdc\x07\xe3\x9a\x90\x88]\xc0^\xdf\xec\xae\x8a\x0cA@\xe6^L)\x92\x88]\xc0\x90\x11\xf9\xbb\x8a\x0cA@\xad\x9f\xc5-\x92\x88]\xc05\xe4[\xfc\x86\x0cA@')"
42981517_CAB_1430548E:1430548E,42981517,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1272702086, 34.1006864149]}",bytearray(b'\x01\x01\x00\x00\x00K\xec\xf11%\x88]\xc0\xd0\x92\xddJ\xe3\x0cA@')
42981452_293588A56D19EE34E0637F61810A7CE3,42981452,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1275878526, 34.0990452776]}",bytearray(b'\x01\x01\x00\x00\x00+\x92=f*\x88]\xc0\xc0\x0e\x02\x84\xad\x0cA@')
1327372E:58629577,-999999,CUTOUT,"{'type': 'Point', 'coordinates': [-118.1444467993, 34.1012712138]}",bytearray(b'\x01\x01\x00\x00\x00X\xc0\xc9\x9d>\x89]\xc0\x0b\xa6\x83t\xf6\x0cA@')
42999779_B5054766-2$B5054767-1,42999779,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1342934553, 34.0973157765]}",bytearray(b'\x01\x01\x00\x00\x00$\xa5\x93C\x98\x88]\xc0\xe6\xb9\xe6\xd7t\x0cA@')
43019976_ST. CHARLES$CRESTA_PS1421$PS1421,43019976,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1283380785, 34.0982482088]}",bytearray(b'\x01\x01\x00\x00\x00K\x7f\xea\xb06\x88]\xc0\xe2\xd7\xb5e\x93\x0cA@')
55295484s_293588A80672EE34E0637F61810A7CE3,55295484s,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1422256337, 34.0933710892]}",bytearray(b'\x01\x01\x00\x00\x00=Y\x8b9\x1a\x89]\xc0\xc1@w\x95\xf3\x0bA@')
58629605_1662221E:58629602,58629605,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1448503715, 34.099445857]}",bytearray(b'\x01\x01\x00\x00\x00\xfb\x19~:E\x89]\xc0\xd3\xc4O\xa4\xba\x0cA@')
135632221_ST. CHARLES$TRI CITY_PS1516$PS1516,135632221,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1468770223, 34.1046206167]}",bytearray(b'\x01\x01\x00\x00\x00\xfe\xd3\xe1nf\x89]\xc0_\x9bW5d\rA@')
5003324:GS0626-1,-999999,UG_SWITCH,"{'type': 'LineString', 'coordinates': [[-118.140426332, 34.0987523058], [-118.1404231888, 34.0988891744]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00\xfc\xdb\xb9\xbe\xfc\x88]\xc0e\xe8a\xea\xa3\x0cA@\xbf\xdf\x8a\xb1\xfc\x88]\xc0\xfc\xfc\x84f\xa8\x0cA@')
1662210E:1662210E,-999999,POTHEAD,"{'type': 'Point', 'coordinates': [-118.1462961152, 34.1038932313]}",bytearray(b'\x01\x01\x00\x00\x007\x94a\xea\\\x89]\xc0\xc9Z\x97_L\rA@')
