CONDUCTING_EQUIPMENTID,CONNECTIVITY_NODEID,LINKED_EQUIPTYPE,GEOMETRY_COORDINATES,GEOMETRY_WKB
5640679:GS1793-2,-999999,UG_SWITCH,"{'type': 'LineString', 'coordinates': [[-118.1213530207, 34.1049486224], [-118.1214191046, 34.1050355869]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00Y\xcbu?\xc4\x87]\xc0\xf0{\xda\xf4n\rA@v\xd7\xa2T\xc5\x87]\xc0jS]\xceq\rA@')
174139672_5640073:J073A-2,174139672,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1304660165, 34.1006362784]}","bytearray(b'\x01\x01\x00\x00\x00\xd7\x86""\x8eY\x88]\xc0tBJ\xa6\xe1\x0cA@')"
5002091:GS0609-4,-999999,UG_SWITCH,"{'type': 'Point', 'coordinates': [-118.1354645907, 34.0986308969]}",bytearray(b'\x01\x01\x00\x00\x00\xa4\xb4\xacs\xab\x88]\xc0\xc3G\xee\xef\x9f\x0cA@')
207913860_293588A8C577EE34E0637F61810A7CE3,207913860,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1473957632, 34.1004490286]}",bytearray(b'\x01\x01\x00\x00\x00\xd4\xa0\xa3\xeen\x89]\xc0A`\x86\x83\xdb\x0cA@')
293588A419B7EE34E0637F61810A7CE3,-999999,OH_TRANSFORMER,"{'type': 'Point', 'coordinates': [-118.1461885732, 34.099886323]}","bytearray(b""\x01\x01\x00\x00\x00Y<Q\'[\x89]\xc0%M5\x13\xc9\x0cA@"")"
4668431E:BF02585,-999999,BRANCH_LINE_FUSE,"{'type': 'LineString', 'coordinates': [[-118.1472816892, 34.1014013621], [-118.1472826955, 34.1011665075]]}","bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00y\x9a-\x10m\x89]\xc0\xa3\xfeF\xb8\xfa\x0cA@\x1c\x1cf\x14m\x89]\xc0\xde\x94,\x06\xf3\x0cA@')"
43019928_1430539E:PS1226,43019928,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1287992536, 34.0995540772]}",bytearray(b'\x01\x01\x00\x00\x00\x84}9?>\x88]\xc0\xf4\xe0 0\xbe\x0cA@')
299261578_CAB_4668431E:4668431E,299261578,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1472840312, 34.1014540906]}",bytearray(b'\x01\x01\x00\x00\x00\x88N\x00\x1am\x89]\xc0\x12\x96\x98r\xfc\x0cA@')
55295741$55295757,-999999,UG_BUS,"{'type': 'LineString', 'coordinates': [[-118.1403403269, 34.0988878767], [-118.1402574646, 34.0988865786]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00\x1c\x96\xfeU\xfb\x88]\xc0\xdd2\xa2[\xa8\x0cA@\x85\xdeq\xfa\xf9\x88]\xc0\xd8\x8c\xbeP\xa8\x0cA@')
5405832:P5405832-A,-999999,UG_SWITCH,"{'type': 'LineString', 'coordinates': [[-118.1344455832, 34.0984717739], [-118.1343645298, 34.0984738671]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00\xe2\xbb\xa5\xc1\x9a\x88]\xc0d=\x1c\xb9\x9a\x0cA@\xf0N\xafm\x99\x88]\xc0BZ\xab\xca\x9a\x0cA@')
42981502_1430548E:42981499,42981502,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1272726898, 34.1005837653]}",bytearray(b'\x01\x01\x00\x00\x00[\x17Z<%\x88]\xc0l<\xc7\xed\xdf\x0cA@')
42999716_5054765:B5054765-2,42999716,TERMINAL,"{'type': 'Point', 'coordinates': [-118.13359401, 34.0977149392]}",bytearray(b'\x01\x01\x00\x00\x00\x0e\xf9\xe3\xcd\x8c\x88]\xc0\xea\x18R\xec\x81\x0cA@')
174139508_174139525$174139534,174139508,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1299568766, 34.1008585315]}",bytearray(b'\x01\x01\x00\x00\x00\xca\xb8\xa56Q\x88]\xc0U(\xaf\xee\xe8\x0cA@')
55295534s_293588A80674EE34E0637F61810A7CE3,55295534s,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1436028137, 34.0933916552]}",bytearray(b'\x01\x01\x00\x00\x00 \x1d\xdb\xc90\x89]\xc0\xd3f\xfcA\xf4\x0bA@')
5002129:RCS0631-1,-999999,UG_SWITCH,"{'type': 'Point', 'coordinates': [-118.1262433192, 34.1025201413]}",bytearray(b'\x01\x01\x00\x00\x00\\\xd3\xdb^\x14\x88]\xc0K\x08Ga\x1f\rA@')
16955$GS0638-3,-999999,UG_PRIMARY_CONDUCTOR,"{'type': 'LineString', 'coordinates': [[-118.1499387589, 34.0910151628], [-118.1501603716, 34.0910187928], [-118.1501766871, 34.0913103293], [-118.1500078769, 34.0913435773], [-118.1498224703, 34.0913758809], [-118.1486927313, 34.0915875437], [-118.1487484875, 34.0918259504], [-118.1475962553, 34.0920449176], [-118.1471628917, 34.0921601089], [-118.1469265508, 34.0919992239], [-118.1467310217, 34.0921116613], [-118.1465817191, 34.0922431384], [-118.1464836528, 34.0923780321], [-118.1464343724, 34.0925497745], [-118.146451882, 34.0927651334], [-118.1451577499, 34.0927785753], [-118.1451642332, 34.092505006], [-118.1450049413, 34.0925042183], [-118.145002394, 34.092509541], [-118.1449993034, 34.0925146606], [-118.1449956927, 34.0925195388], [-118.1449915889, 34.0925241392], [-118.1449870227, 34.0925284274], [-118.1449820281, 34.0925323713], [-118.1449766426, 34.0925359414], [-118.1449709065, 34.092539111], [-118.1449648626, 34.0925418563], [-118.1449585561, 34.092544157], [-118.1449520342, 34.0925459957], [-118.1449453457, 34.0925473587], [-118.1449385406, 34.0925482358], [-118.1449316698, 34.0925486205], [-118.1449247846, 34.0925485099], [-118.1449179366, 34.0925479047], [-118.1449111769, 34.0925468096], [-118.1449045562, 34.0925452328], [-118.1448981239, 34.0925431859], [-118.1448919281, 34.0925406844], [-118.1448860152, 34.0925377469], [-118.1448804294, 34.0925343954], [-118.1448752125, 34.0925306549], [-118.1448704034, 34.0925265535], [-118.1448660382, 34.0925221218], [-118.1448621494, 34.092517393], [-118.1448587662, 34.0925124023], [-118.1448559139, 34.0925071872], [-118.1448536138, 34.0925017867], [-118.1448518831, 34.092496241], [-118.1447577297, 34.0924953287], [-118.1447551597, 34.0926301907]]}","bytearray(b'\x01\x02\x00\x00\x002\x00\x00\x007x\xbc\x98\x98\x89]\xc0C\xd5\x85b\xa6\x0bA@WK?:\x9c\x89]\xc0\xde2\xf9\x80\xa6\x0bA@\xd5\xed\xad~\x9c\x89]\xc0\xb4\x10\x8f\x0e\xb0\x0bA@c[\xa3\xba\x99\x89]\xc0\x01\x9av%\xb1\x0bA@>\x89\xfc\xb0\x96\x89]\xc0\xea\rr4\xb2\x0bA@\x88\x85\x84.\x84\x89]\xc0\xcct\x00$\xb9\x0bA@\x16I`\x18\x85\x89]\xc01\xf2\xe6\xf3\xc0\x0bA@\xa3a\x907r\x89]\xc0qm\xbb \xc8\x0bA@S\xc2\xe7\x1dk\x89]\xc0T\xdc\x06\xe7\xcb\x0bA@h\xa6\x9e>g\x89]\xc05\xf4l\xa1\xc6\x0bA@\xa7\xe0\x82\nd\x89]\xc0\x8fn\x9eP\xca\x0bA@vnJ\x98a\x89]\xc0\xadZ\x87\x9f\xce\x0bA@-\x8b\xf8\xfc_\x89]\xc0\x82^\x19\x0b\xd3\x0bA@\xf8\x1dF._\x89]\xc0f]\xc7\xab\xd8\x0bA@+\xe8\xb6w_\x89]\xc0\xbf\x14W\xba\xdf\x0bA@6%\xbbCJ\x89]\xc0lW\x19+\xe0\x0bA@&\x89\xec^J\x89]\xc0?\xbe;4\xd7\x0bA@\x15)\xce\xc2G\x89]\xc0\x97+\xa0-\xd7\x0bA@\x97\x04\x1f\xb8G\x89]\xc0\xdc\x94FZ\xd7\x0bA@\xee\x82(\xabG\x89]\xc0\xba\xd68\x85\xd7\x0bA@E\x8d\x03\x9cG\x89]\xc0\x89\xb1$\xae\xd7\x0bA@Q!\xcd\x8aG\x89]\xc0/\xfa\xbb\xd4\xd7\x0bA@\xd15\xa6wG\x89]\xc0\x10\xd1\xb4\xf8\xd7\x0bA@\xa0L\xb3bG\x89]\xc0\x05G\xca\x19\xd8\x0bA@\xa8\xa9\x1cLG\x89]\xc0@\x02\xbd7\xd8\x0bA@\x7f\x92\r4G\x89]\xc0G\xacSR\xd8\x0bA@\xea\xfb\xb3\x1aG\x89]\xc0\xea([i\xd8\x0bA@dn@\x00G\x89]\xc0\x1d\xe0\xa7|\xd8\x0bA@,\x98\xe5\xe4F\x89]\xc0!t\x14\x8c\xd8\x0bA@J\xdf\xd7\xc8F\x89]\xc0Ny\x83\x97\xd8\x0bA@\xa5\xf3L\xacF\x89]\xc0!\x08\xdf\x9e\xd8\x0bA@\x86|{\x8fF\x89]\xc00+\x19\xa2\xd8\x0bA@(\x8f\x9arF\x89]\xc02\xa8+\xa1\xd8\x0bA@@\x93\xe1UF\x89]\xc0\xfa\xff\x17\x9c\xd8\x0bA@\x10g\x879F\x89]\xc0cJ\xe8\x92\xd8\x0bA@\xe8z\xc2\x1dF\x89]\xc0k#\xae\x85\xd8\x0bA@\xbf\xd9\xc7\x02F\x89]\xc0>t\x82t\xd8\x0bA@5)\xcb\xe8E\x89]\xc0\x13\x86\x86_\xd8\x0bA@\xa2;\xfe\xcfE\x89]\xc0_J\xe2F\xd8\x0bA@\x9f\x86\x90\xb8E\x89]\xc0\xc3\xff\xc4*\xd8\x0bA@\x11\xec\xae\xa2E\x89]\xc0$Vd\x0b\xd8\x0bA@\xba0\x83\x8eE\x89]\xc0\xa5\xa5\xfc\xe8\xd7\x0bA@\xb0\x174|E\x89]\xc0\xce\xa4\xcf\xc3\xd7\x0bA@{\x86\xe4kE\x89]\xc0\x83\x9f$\x9c\xd7\x0bA@\x8c\xd7\xb3]E\x89]\xc0,-Gr\xd7\x0bA@K5\xbdQE\x89]\xc0\xa0\xd5\x87F\xd7\x0bA@\x9e~\x17HE\x89]\xc0ZY:\x19\xd7\x0bA@m+\xd5@E\x89]\xc0\x89\x0c\xb5\xea\xd6\x0bA@\xe7\xb9\xec\xb5C\x89]\xc0N\xe6\r\xe3\xd6\x0bA@\xae5%\xabC\x89]\xc0\xe1\xd6[N\xdb\x0bA@')"
42981427_1430550E:42981424,42981427,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1277096048, 34.1012087685]}","bytearray(b'\x01\x01\x00\x00\x00\x12\x00\xe8d,\x88]\xc0Rc\xafh\xf4\x0cA@')"
206573411_293588A6CDFFEE34E0637F61810A7CE3,206573411,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1463116432, 34.0996102064]}",bytearray(b'\x01\x01\x00\x00\x00Z\xa4\x82+]\x89]\xc0\xfcj\xf9\x06\xc0\x0cA@')
5002129:RCS0631-4,-999999,UG_SWITCH,"{'type': 'Point', 'coordinates': [-118.1260285098, 34.1026235528]}","bytearray(b'\x01\x01\x00\x00\x00\x18\xfd\xe1\xd9\x10\x88]\xc0\xa4\x89\xc1\xc4""\rA@')"
1349619E$GS0625-3,-999999,UG_PRIMARY_CONDUCTOR,"{'type': 'LineString', 'coordinates': [[-118.1448074168, 34.0984008467], [-118.1447911393, 34.098766102], [-118.1421557829, 34.0987962717], [-118.1421653998, 34.0983914043], [-118.1419718976, 34.0983863575], [-118.1419679811, 34.0983919469], [-118.1419634856, 34.0983972262], [-118.1419584465, 34.0984021542], [-118.1419529032, 34.098406692], [-118.1419468991, 34.0984108042], [-118.1419404815, 34.0984144586], [-118.1419337005, 34.0984176264], [-118.1419266094, 34.0984202829], [-118.1419192636, 34.0984224072], [-118.1419117209, 34.0984239827], [-118.1419040403, 34.098424997], [-118.141896282, 34.0984254422], [-118.1418885069, 34.0984253147], [-118.1418807759, 34.0984246157], [-118.1418731496, 34.0984233505], [-118.1418656878, 34.098421529], [-118.141858449, 34.0984191657], [-118.1418514899, 34.0984162789], [-118.1418448651, 34.0984128913], [-118.1418386265, 34.0984090295], [-118.1418328231, 34.0984047238], [-118.1418275003, 34.0984000078], [-118.1418226998, 34.0983949186], [-118.1418184593, 34.0983894961], [-118.141814812, 34.0983837827], [-118.1417677349, 34.0983808224], [-118.1417670952, 34.0984525637]]}","bytearray(b'\x01\x02\x00\x00\x00 \x00\x00\x00\xf4\xd7S\x86D\x89]\xc0\xd4<!f\x98\x0cA@\xd2\x02\x0eBD\x89]\xc0\x8e\x05\x1d^\xa4\x0cA@\x8a\x9f\x91\x14\x19\x89]\xc0\x89\xf51[\xa5\x0cA@\xe2\xb0\xe7<\x19\x89]\xc0\x88\xd6\xeb\x16\x98\x0cA@(IL\x11\x16\x89]\xc0\xe3\xea\x95\xec\x97\x0cA@\xd5\xf9\xde\x00\x16\x89]\xc0\t\x10y\x1b\x98\x0cA@4\xf8\x03\xee\x15\x89]\xc0\xe7E\xc2G\x98\x0cA@\xf1F\xe1\xd8\x15\x89]\xc0\x8e\x12\x19q\x98\x0cA@>4\xa1\xc1\x15\x89]\xc0|\xec)\x97\x98\x0cA@\xcdYr\xa8\x15\x89]\xc0X\xce\xa8\xb9\x98\x0cA@X\x81\x87\x8d\x15\x89]\xc0\xfd\x91P\xd8\x98\x0cA@Bv\x16q\x15\x89]\xc0u^\xe3\xf2\x98\x0cA@\x88sXS\x15\x89]\xc0\xc7(,\t\x99\x0cA@g\xf5\x884\x15\x89]\xc0\r\x0f\xfe\x1a\x99\x0cA@\xd0\x0b\xe6\x14\x15\x89]\xc0Vk5(\x99\x0cA@\x90\x10\xaf\xf4\x14\x89]\xc0\xa9\x9c\xb70\x99\x0cA@L\xa7$\xd4\x14\x89]\xc0\xf3\xabs4\x99\x0cA@\x154\x88\xb3\x14\x89]\xc0\x15\xdea3\x99\x0cA@\xfc\x1a\x1b\x93\x14\x89]\xc0\xc4\xc6\x84-\x99\x0cA@\x9am\x1es\x14\x89]\xc0\xb6\xc7\xe7""\x99\x0cA@\xa3a\xd2S\x14\x89]\xc0\x7f#\xa0\x13\x99\x0cA@q\xc7u5\x14\x89]\xc0\x95\xfd\xcc\xff\x98\x0cA@\x9a\x80E\x18\x14\x89]\xc0\x7f\xa2\x95\xe7\x98\x0cA@q-|\xfc\x13\x89]\xc0\xb4\xd1*\xcb\x98\x0cA@""\x88Q\xe2\x13\x89]\xc0\xb3\xaa\xc5\xaa\x98\x0cA@\xb0-\xfa\xc9\x13\x89]\xc0\x18?\xa7\x86\x98\x0cA@\x90\xdd\xa6\xb3\x13\x89]\xc0\xad\xb6\x17_\x98\x0cA@,^\x84\x9f\x13\x89]\xc0c\xbdf4\x98\x0cA@h*\xbb\x8d\x13\x89]\xc0|\x02\xea\x06\x98\x0cA@8\xe8n~\x13\x89]\xc0\x9e\x93\xfc\xd6\x97\x0cA@\x81A\xfa\xb8\x12\x89]\xc0|a\'\xbe\x97\x0cA@\x1bbK\xb6\x12\x89]\xc0A\xa6\xf6\x17\x9a\x0cA@')"
174139655_P5441783-1$J073A-3P,174139655,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1303637196, 34.1006269591]}",bytearray(b'\x01\x01\x00\x00\x00\x15\x11\x12\xe1W\x88]\xc0\x187\x1dX\xe1\x0cA@')
1387682E$1430538E,-999999,OH_PRIMARY_CONDUCTOR,"{'type': 'LineString', 'coordinates': [[-118.1287288609, 34.0988239368], [-118.1290901315, 34.0993905748]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00z\xe7\xf9\x17=\x88]\xc0\x1aODC\xa6\x0cA@\xd9AA\x03C\x88]\xc0\xf8%\x92\xd4\xb8\x0cA@')
5002129:RCS0631-2,-999999,UG_SWITCH,"{'type': 'Point', 'coordinates': [-118.1262551958, 34.1026728781]}",bytearray(b'\x01\x01\x00\x00\x00O:\xac\x90\x14\x88]\xc0\x17\xd0\x86b$\rA@')
5003349:GS0625-3,-999999,UG_SWITCH,"{'type': 'Point', 'coordinates': [-118.1417659943, 34.0984525425]}",bytearray(b'\x01\x01\x00\x00\x00\x05M\xad\xb1\x12\x89]\xc0n\x1f\xc9\x17\x9a\x0cA@')
176928327_5640680:GS1792-1,176928327,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1198722937, 34.1030047852]}",bytearray(b'\x01\x01\x00\x00\x00\xd5H\xd7\xfc\xab\x87]\xc0\xfc\xe1\xc3B/\rA@')
5002114:GS0638-3,-999999,UG_SWITCH,"{'type': 'Point', 'coordinates': [-118.1447540587, 34.09263017]}",bytearray(b'\x01\x01\x00\x00\x00\x1b\x05\x87\xa6C\x89]\xc0\xefb/N\xdb\x0bA@')
5633494:0192955,-999999,CAPACITOR_BANK,"{'type': 'LineString', 'coordinates': [[-118.1230650516, 34.1040648918], [-118.1227736583, 34.1036382435], [-118.122841668, 34.1035458434]]}",bytearray(b'\x01\x02\x00\x00\x00\x03\x00\x00\x00\xc3\xf9<L\xe0\x87]\xc0\xadx\x95\xffQ\rA@]\xcd\x0b\x86\xdb\x87]\xc0D9\x99\x04D\rA@Z\xa9L\xa3\xdc\x87]\xc0\x16\x85}\xfd@\rA@')
137947528_293588A4D2D2EE34E0637F61810A7CE3,137947528,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1384905964, 34.1016454419]}",bytearray(b'\x01\x01\x00\x00\x00\xdc\x95\xa9\x07\xdd\x88]\xc0\xbd_\xc4\xb7\x02\rA@')
55295906_5002091:GS0609-1,55295906,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1357131722, 34.0986349769]}",bytearray(b'\x01\x01\x00\x00\x00\x11\x0fM\x86\xaf\x88]\xc0|\x03(\x12\xa0\x0cA@')
CAB_5545443:RCS9711,-999999,UG_SWITCH_LOCATION,"{'type': 'Polygon', 'coordinates': [[[-118.1466118429, 34.1050993313], [-118.1459718026, 34.1051159221], [-118.1459874127, 34.1055266503], [-118.1466274561, 34.1055100597], [-118.1466118429, 34.1050993313]]]}",bytearray(b'\x01\x03\x00\x00\x00\x01\x00\x00\x00\x05\x00\x00\x00\x8e\x9d\xa3\x16b\x89]\xc0\xeba\x17\xe5s\rA@\x88\x93\x1d\x9aW\x89]\xc0\xac\xdaCpt\rA@%\xcb\x96\xdbW\x89]\xc0\x8d\xf2\xb3\xe5\x81\rA@K) Xb\x89]\xc0\xbf\xe7\x87Z\x81\rA@\x8e\x9d\xa3\x16b\x89]\xc0\xeba\x17\xe5s\rA@')
55295906_55295932$55295924,55295906,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1357131722, 34.0986349769]}",bytearray(b'\x01\x01\x00\x00\x00\x11\x0fM\x86\xaf\x88]\xc0|\x03(\x12\xa0\x0cA@')
174139534$174139543,-999999,UG_BUS,"{'type': 'LineString', 'coordinates': [[-118.1299568769, 34.1008585315], [-118.1298845677, 34.1008919799]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00@\x0b\xa66Q\x88]\xc0U(\xaf\xee\xe8\x0cA@\xb4\xa1\\\x07P\x88]\xc0\xb2\x0cE\x07\xea\x0cA@')
54028358_917396E$ND210943564,54028358,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1473681989, 34.1021494734]}",bytearray(b'\x01\x01\x00\x00\x00\xbd\xaf\x06{n\x89]\xc0?\xc7\xe3;\x13\rA@')
5002114:GS0638-1,-999999,UG_SWITCH,"{'type': 'LineString', 'coordinates': [[-118.144919768, 34.0926328766], [-118.1449164912, 34.0927697437]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00\xa6\x06\x90]F\x89]\xc0\x05\xc4\xe3d\xdb\x0bA@\xb9\x96\xd1OF\x89]\xc0\xfa\x9f\x03\xe1\xdf\x0bA@')
58629595_1327372E$1327373E,58629595,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1444443408, 34.1013738638]}",bytearray(b'\x01\x01\x00\x00\x00\x03\xf5y\x93>\x89]\xc0W\xd8\x9a\xd1\xf9\x0cA@')
5003568:GS0610-2,-999999,UG_SWITCH,"{'type': 'Point', 'coordinates': [-118.1342977646, 34.0993261937]}",bytearray(b'\x01\x01\x00\x00\x00\x82\xb8\xa6U\x98\x88]\xc0\xf1\xc9\x80\xb8\xb6\x0cA@')
5441783:P5441783-1,-999999,UG_SWITCH,"{'type': 'Point', 'coordinates': [-118.1301427562, 34.100323609]}",bytearray(b'\x01\x01\x00\x00\x00.lHBT\x88]\xc0\xfa\xd5mg\xd7\x0cA@')
5003349:GS0625-1,-999999,UG_SWITCH,"{'type': 'LineString', 'coordinates': [[-118.1419317153, 34.0984552535], [-118.1419284327, 34.0985921201]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00\xa3\xde\xc2h\x15\x89]\xc0q\xf3\x86.\x9a\x0cA@k4\xfeZ\x15\x89]\xc0\x85\xbc\xa5\xaa\x9e\x0cA@')
5640073:GS0628-4,-999999,UG_SWITCH,"{'type': 'LineString', 'coordinates': [[-118.129751507, 34.1008358527], [-118.1298122588, 34.1009254285]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00\xfd\xcaC\xd9M\x88]\xc0.\xcep0\xe8\x0cA@\x9e\x8a\x13\xd8N\x88]\xc0\x03_\xdb\x1f\xeb\x0cA@')
51245063_4382922E:51245060,51245063,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1385362292, 34.1000633641]}",bytearray(b'\x01\x01\x00\x00\x00in\x0f\xc7\xdd\x88]\xc0++V\xe0\xce\x0cA@')
CAB_1431253E:1431253E,-999999,OH_TRANSFORMER_LOCATION,"{'type': 'Point', 'coordinates': [-118.1286427204, 34.100666024]}","bytearray(b'\x01\x01\x00\x00\x00""?\xad\xae;\x88]\xc0\xfdr\xd0\x9f\xe2\x0cA@')"
4535081E:55295481,-999999,CUTOUT,"{'type': 'LineString', 'coordinates': [[-118.1422231725, 34.0934737394], [-118.1422256337, 34.0933710891]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00\xbc\xa78/\x1a\x89]\xc0\x00\xe1\x8e\xf2\xf6\x0bA@=Y\x8b9\x1a\x89]\xc0\xc8\tw\x95\xf3\x0bA@')
123861006_61544E:123861003,123861006,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1386527678, 34.0996118918]}",bytearray(b'\x01\x01\x00\x00\x00\xdb\xcc\xdb\xaf\xdf\x88]\xc0o\xc9\x1c\x15\xc0\x0cA@')
51229900_293588A65175EE34E0637F61810A7CE3,51229900,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1374926089, 34.1021505041]}",bytearray(b'\x01\x01\x00\x00\x00\xb4\xaa\xcc\xad\xcc\x88]\xc0\x910\x89D\x13\rA@')
1685191E:42981399,-999999,CUTOUT,"{'type': 'Point', 'coordinates': [-118.1287885996, 34.1008813277]}",bytearray(b'\x01\x01\x00\x00\x00L\xd8\x89\x12>\x88]\xc0\xd1\x9f\xe9\xad\xe9\x0cA@')
1662218E$1662221E,-999999,OH_PRIMARY_CONDUCTOR,"{'type': 'LineString', 'coordinates': [[-118.1448803118, 34.1007811411], [-118.1448479137, 34.0995485069]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00\xfa@\x12\xb8E\x89]\xc0\xfe\x89|e\xe6\x0cA@\x10\x0f/0E\x89]\xc0%\xc0f\x01\xbe\x0cA@')
5002091:GS0609-2,-999999,UG_SWITCH,"{'type': 'Point', 'coordinates': [-118.1356303117, 34.098633617]}",bytearray(b'\x01\x01\x00\x00\x00BF\xc2*\xae\x88]\xc0\x8d\xa6\xbf\x06\xa0\x0cA@')
177282945_5640679:GS1793-4,177282945,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1212786949, 34.1051083514]}",bytearray(b'\x01\x01\x00\x00\x00\x03\x13\xb7\x07\xc3\x87]\xc0U\xe6\xc10t\rA@')
583249E:54028465,-999999,CUTOUT,"{'type': 'Point', 'coordinates': [-118.1472724652, 34.1001612702]}",bytearray(b'\x01\x01\x00\x00\x00\xa9h}\xe9l\x89]\xc0\xdb\xea\xa1\x15\xd2\x0cA@')
58629579_1327372E:58629577,58629579,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1444443408, 34.1013738638]}",bytearray(b'\x01\x01\x00\x00\x00\x03\xf5y\x93>\x89]\xc0W\xd8\x9a\xd1\xf9\x0cA@')
54028358_CAB_917396E:917396E,54028358,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1473681989, 34.1021494734]}",bytearray(b'\x01\x01\x00\x00\x00\xbd\xaf\x06{n\x89]\xc0?\xc7\xe3;\x13\rA@')
1662211E:FI01941,-999999,FAULT_INDICATOR,"{'type': 'Point', 'coordinates': [-118.1462013565, 34.1033330168]}",bytearray(b'\x01\x01\x00\x00\x00\x183\xef\\[\x89]\xc0c\xe0+\x04:\rA@')
174139652$174139660,-999999,UG_BUS,"{'type': 'LineString', 'coordinates': [[-118.1303942894, 34.1006705703], [-118.1303225625, 34.1007048624]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00\xb9#JaX\x88]\xc0\xd8\x8d\xf3\xc5\xe2\x0cA@\x94\xf7q4W\x88]\xc01G\x9d\xe5\xe3\x0cA@')
54030064_4435581E$4159855E,54030064,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1461855803, 34.1003785614]}",bytearray(b'\x01\x01\x00\x00\x00B\xa2\xc3\x1a[\x89]\xc0]7g4\xd9\x0cA@')
51229830_508349H$508350H,51229830,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1374846977, 34.1001161014]}",bytearray(b'\x01\x01\x00\x00\x00\x9b\x14\x9e\x8c\xcc\x88]\xc0s\xa8\xba\x9a\xd0\x0cA@')
177740135s_293588B457EFEE34E0637F61810A7CE3,177740135s,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1229072813, 34.1039844211]}",bytearray(b'\x01\x01\x00\x00\x00\xecg\x80\xb6\xdd\x87]\xc0\x81\xf5\x8b\\O\rA@')
299261579s_3D00A1586017E2E5E0637E61810A9F13,299261579s,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1471598009, 34.101457979]}",bytearray(b'\x01\x01\x00\x00\x00\xb0\t\xf1\x10k\x89]\xc0\x94\xdc6\x93\xfc\x0cA@')
1662215E:58606809,-999999,CUTOUT,"{'type': 'LineString', 'coordinates': [[-118.1451483134, 34.1021783492], [-118.145150771, 34.1020756993]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00\xd8\xc7&\x1cJ\x89]\xc0.\x16\x1e.\x14\rA@\xca\x9bu&J\x89]\xc0\xdc\x1a\x07\xd1\x10\rA@')
42998407$GS0610-2,-999999,UG_BUS,"{'type': 'LineString', 'coordinates': [[-118.1343702802, 34.0992930536], [-118.1342977646, 34.0993261937]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00\xdb\xc0\xcd\x85\x99\x88]\xc0K\xf7\x80\xa2\xb5\x0cA@\x82\xb8\xa6U\x98\x88]\xc0\xf1\xc9\x80\xb8\xb6\x0cA@')
5054766:B5054766-2,-999999,UG_SWITCH,"{'type': 'Point', 'coordinates': [-118.1342390893, 34.0980178532]}",bytearray(b'\x01\x01\x00\x00\x00\xda\x98\x8c_\x97\x88]\xc0\x85\xf5X\xd9\x8b\x0cA@')
51244674_695329H$695331H,51244674,TERMINAL,"{'type': 'Point', 'coordinates': [-118.1386145859, 34.1032839159]}",bytearray(b'\x01\x01\x00\x00\x00\x1aL\xb6\x0f\xdf\x88]\xc0%\x7fHh8\rA@')
CAB_5640680:GS1792,-999999,UG_SWITCH_LOCATION,"{'type': 'Point', 'coordinates': [-118.119958285, 34.1028692065]}",bytearray(b'\x01\x01\x00\x00\x00d\xbd\x83e\xad\x87]\xc0l\xd7r\xd1*\rA@')
