CONDUCTING_EQUIPMENTID,CONNECTIVITY_NODEID,LINKED_EQUIPTYPE,GEOMETRY_COORDINATES,GEOMETRY_WKB
243240240_PS4938$ND243240240,243240240,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4668201099, 34.0125205161]}",bytearray(b'\x01\x01\x00\x00\x00\xaeHta\xe0\x9d]\xc0\xda\x96\xb3E\x9a\x01A@')
293588B185E2EE34E0637F61810A7CE3,-999999,UG_TRANSFORMER,"{'type': 'Point', 'coordinates': [-118.4691416872, 34.0126329559]}",bytearray(b'\x01\x01\x00\x00\x00\xb6\xed\xdaj\x06\x9e]\xc0\x9e8\xea\xf4\x9d\x01A@')
CAB_1759057E:1759057E,-999999,OH_TRANSFORMER_LOCATION,"{'type': 'Point', 'coordinates': [-118.4690515623, 34.0120279683]}",bytearray(b'\x01\x01\x00\x00\x00\xd6\r\xd8\xf0\x04\x9e]\xc00>\xe9!\x8a\x01A@')
CAB_900069E:900069E,-999999,OH_TRANSFORMER_LOCATION,"{'type': 'Point', 'coordinates': [-118.4572093315, 34.0196139334]}",bytearray(b'\x01\x01\x00\x00\x00\xfc\x8d\xed\xeaB\x9d]\xc0\xdd?\x99\xb5\x82\x02A@')
32587930_1664453E:32587928,32587930,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4567862256, 34.0191237642]}",bytearray(b'\x01\x01\x00\x00\x00\xc7\rK\xfc;\x9d]\xc0`\xe8\xc2\xa5r\x02A@')
187932891_2059912E$ND187932891,187932891,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4685832155, 34.0142497416]}",bytearray(b'\x01\x01\x00\x00\x00\xbb\x81tD\xfd\x9d]\xc0\x00\x13\x7f\xef\xd2\x01A@')
32587892_2033145E$ND32589049,32587892,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4584627621, 34.0189409299]}",bytearray(b'\x01\x01\x00\x00\x00\xd0i2tW\x9d]\xc0\xf8<\t\xa8l\x02A@')
4611363E:4611363EPH,-999999,POTHEAD,"{'type': 'Point', 'coordinates': [-118.4649974378, 34.010754067]}",bytearray(b'\x01\x01\x00\x00\x00\xc9\x04\x9d\x84\xc2\x9d]\xc01\x08\xa7c`\x01A@')
56208196_ND32588926$RCS1127-3,56208196,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4584748753, 34.01753355]}",bytearray(b'\x01\x01\x00\x00\x00\xe0\xdc\x00\xa7W\x9d]\xc0\x99\xea\x13\x8a>\x02A@')
32587852s_293588A8BA4AEE34E0637F61810A7CE3,32587852s,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4592528128, 34.0197237684]}",bytearray(b'\x01\x01\x00\x00\x00\x9c\xe4\xe8ed\x9d]\xc0\xae\x1d\xf6N\x86\x02A@')
293588A7812EEE34E0637F61810A7CE3,-999999,OH_TRANSFORMER,"{'type': 'Point', 'coordinates': [-118.4609927896, 34.0152362406]}",bytearray(b'\x01\x01\x00\x00\x00\x86\xc1\xe6\xe7\x80\x9d]\xc0\xa5\x8b\xd9B\xf3\x01A@')
2255298E:PS0294,-999999,OH_SWITCH,"{'type': 'LineString', 'coordinates': [[-118.4583536141, 34.0180453123], [-118.4584280085, 34.0180004242]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00\x07\xa4e\xaaU\x9d]\xc0Z\x16\rOO\x02A@\xfc\x04n\xe2V\x9d]\xc0f\xa0\x80\xd6M\x02A@')
187932937_2241295E:187932935,187932937,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4678718929, 34.0146838209]}",bytearray(b'\x01\x01\x00\x00\x00H\xae\xf3\x9c\xf1\x9d]\xc0\xddE\xd1(\xe1\x01A@')
CAB_2241303E:2241303E,-999999,OH_TRANSFORMER_LOCATION,"{'type': 'Point', 'coordinates': [-118.4671583893, 34.0139325511]}",bytearray(b'\x01\x01\x00\x00\x00\x1d\x06M\xec\xe5\x9d]\xc0\x84\xa9\xb5\x8a\xc8\x01A@')
821701E$805649E,-999999,OH_PRIMARY_CONDUCTOR,"{'type': 'LineString', 'coordinates': [[-118.4637774212, 34.013738896], [-118.4634202185, 34.0139458002]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00X+~\x87\xae\x9d]\xc0g\x8062\xc2\x01A@\xd0\xb0F\xad\xa8\x9d]\xc0E\xe3\xd9\xf9\xc8\x01A@')
32588971_ND32588731$ND32588971,32588971,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4664744181, 34.0121818366]}","bytearray(b'\x01\x01\x00\x00\x00@\x8a\x84\xb7\xda\x9d]\xc0\xaf\xe6\xa6,\x8f\x01A@')"
1759057E:32588540,-999999,CUTOUT,"{'type': 'Point', 'coordinates': [-118.4690535887, 34.0119253075]}",bytearray(b'\x01\x01\x00\x00\x00n\xe2W\xf9\x04\x9e]\xc0\x87\xda\xba\xc4\x86\x01A@')
32587794_293588A8BA48EE34E0637F61810A7CE3,32587794,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4634222524, 34.0138431394]}",bytearray(b'\x01\x01\x00\x00\x00\xfc\x92\xce\xb5\xa8\x9d]\xc0\x9d\x7f\xab\x9c\xc5\x01A@')
5440725:P5440725-1,-999999,UG_SWITCH,"{'type': 'Point', 'coordinates': [-118.467061941, 34.01246092]}",bytearray(b'\x01\x01\x00\x00\x00Hs\xc4W\xe4\x9d]\xc0e\xf0\xc5Q\x98\x01A@')
32588783_380895E:PS0371,32588783,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4603272195, 34.0233178185]}",bytearray(b'\x01\x01\x00\x00\x00\x83ML\x00v\x9d]\xc0\x8f\xef\t\x14\xfc\x02A@')
185228012_185228035$GS4483-4,185228012,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4648102918, 34.0077625862]}",bytearray(b'\x01\x01\x00\x00\x00\x04\x88\xaas\xbf\x9d]\xc0B\xeeJ]\xfe\x00A@')
CAB_5440745:P5440745,-999999,UG_TRANSFORMER_LOCATION,"{'type': 'Polygon', 'coordinates': [[[-118.4704661832, 34.0153415024], [-118.4706092236, 34.0154992314], [-118.470738927, 34.0154188332], [-118.4705958866, 34.0152611043], [-118.4704661832, 34.0153415024]]]}",bytearray(b'\x01\x03\x00\x00\x00\x01\x00\x00\x00\x05\x00\x00\x00\xf3\xad1\x1e\x1c\x9e]\xc0-\x8a\xd9\xb5\xf6\x01A@\xb5#&v\x1e\x9e]\xc0\xf2\xfc\xf9\xe0\xfb\x01A@\xd3\x1a*\x96 \x9e]\xc0\x12+\x8c>\xf9\x01A@\x10\xa55>\x1e\x9e]\xc0G\xefk\x13\xf4\x01A@\xf3\xad1\x1e\x1c\x9e]\xc0-\x8a\xd9\xb5\xf6\x01A@')
243240201_1826691E:PS4938,243240201,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4667138906, 34.0124164405]}",bytearray(b'\x01\x01\x00\x00\x00\xd2-\xf0\xa3\xde\x9d]\xc0\xab\xf0\xa6\xdc\x96\x01A@')
206837088_CAB_828735E:828735E,206837088,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4589018499, 34.0165812569]}",bytearray(b'\x01\x01\x00\x00\x00>Y\xdd\xa5^\x9d]\xc0X\x0e\xaaU\x1f\x02A@')
32588138_ND32589086$4426777EPH1,32588138,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4591147737, 34.0218717093]}","bytearray(b'\x01\x01\x00\x00\x00\xb9\x89\xee""b\x9d]\xc0X\x132\xb1\xcc\x02A@')"
PME0937-2$ND32588673,-999999,UG_PRIMARY_CONDUCTOR,"{'type': 'LineString', 'coordinates': [[-118.4705605291, 34.0158460758], [-118.4706155739, 34.0159005957]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00x\xd1\xe8\xa9\x1d\x9e]\xc0\\\xaa\x84>\x07\x02A@\xe2\xb8\xc8\x90\x1e\x9e]\xc0\\B\xdd\x07\t\x02A@')
32587977_PS0195$900069E,32587977,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4572093312, 34.0196139337]}",bytearray(b'\x01\x01\x00\x00\x00\x86;\xed\xeaB\x9d]\xc0\xca\xe4\x99\xb5\x82\x02A@')
32588685_915042E:PS0802,32588685,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4641229163, 34.0101626989]}",bytearray(b'\x01\x01\x00\x00\x00J\xb5\x9a0\xb4\x9d]\xc0\x11\xb5\xe5\x02M\x01A@')
187932908_CAB_2241301E:2241301E,187932908,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4674904687, 34.0149165881]}",bytearray(b'\x01\x01\x00\x00\x00\x87\x90$]\xeb\x9d]\xc0Y\x07i\xc9\xe8\x01A@')
185228006_5304043:GS4483-3,185228006,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4648259584, 34.0076953731]}",bytearray(b'\x01\x01\x00\x00\x00;j`\xb5\xbf\x9d]\xc0\xc3\xe5w)\xfc\x00A@')
206837089_293588A3FE9EEE34E0637F61810A7CE3,206837089,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4588302662, 34.0164973547]}",bytearray(b'\x01\x01\x00\x00\x00\x9d\xef\x9ey]\x9d]\xc0\x19t\xd7\x95\x1c\x02A@')
X16066EPH$ND219148147,-999999,OH_PRIMARY_CONDUCTOR,"{'type': 'LineString', 'coordinates': [[-118.4690163523, 34.0146197809], [-118.4689919971, 34.0146358207]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00\xbc\x9a)]\x04\x9e]\xc0\x8bk\x9c\x0f\xdf\x01A@Vh\x02\xf7\x03\x9e]\xc0\xd9\xa0)\x96\xdf\x01A@')
5304043:GS4483-1,-999999,UG_SWITCH,"{'type': 'Point', 'coordinates': [-118.4648572917, 34.007560947]}","bytearray(b""\x01\x01\x00\x00\x00\'J\xcc8\xc0\x9d]\xc0\xc0\x0b\xd2\xc1\xf7\x00A@"")"
32588006_4510161E$900073E,32588006,TERMINAL,"{'type': 'Point', 'coordinates': [-118.457679316, 34.0201633273]}",bytearray(b'\x01\x01\x00\x00\x00\xa4\x91/\x9eJ\x9d]\xc0\x80\xaa?\xb6\x94\x02A@')
188730739_293588A68679EE34E0637F61810A7CE3,188730739,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4587192805, 34.0194024532]}",bytearray(b'\x01\x01\x00\x00\x00\xb3\xf2\x1c\xa8[\x9d]\xc0d\xfa\x92\xc7{\x02A@')
2059914E:32587601,-999999,CUTOUT,"{'type': 'LineString', 'coordinates': [[-118.4685881247, 34.0142545627], [-118.4685901518, 34.0141519021]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00Z\xb8\x0bY\xfd\x9d]\xc0\xc2N\xf0\x17\xd3\x01A@[M\x8ca\xfd\x9d]\xc0\x0cY\xc2\xba\xcf\x01A@')
32587594_ND188127673$2059912E,32587594,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4678546065, 34.0135340159]}",bytearray(b'\x01\x01\x00\x00\x00\xd4\x8crT\xf1\x9d]\xc0G\xd6\x8d{\xbb\x01A@')
821701E$805649E,-999999,OH_PRIMARY_CONDUCTOR,"{'type': 'LineString', 'coordinates': [[-118.4637774212, 34.013738896], [-118.4634202185, 34.0139458002]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00X+~\x87\xae\x9d]\xc0g\x8062\xc2\x01A@\xd0\xb0F\xad\xa8\x9d]\xc0E\xe3\xd9\xf9\xc8\x01A@')
293588A7C24AEE34E0637F61810A7CE3,-999999,OH_TRANSFORMER,"{'type': 'Point', 'coordinates': [-118.4577704283, 34.0204434836]}",bytearray(b'\x01\x01\x00\x00\x00\xf6\xa7V\x1cL\x9d]\xc09\xbd^\xe4\x9d\x02A@')
185228020_5304043:GS4483-1,185228020,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4647353568, 34.0075415169]}",bytearray(b'\x01\x01\x00\x00\x00\x0f\xb0]9\xbe\x9d]\xc0O9\xd4\x1e\xf7\x00A@')
187932937_2241295E:187932935,187932937,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4678718929, 34.0146838209]}",bytearray(b'\x01\x01\x00\x00\x00H\xae\xf3\x9c\xf1\x9d]\xc0\xddE\xd1(\xe1\x01A@')
32588056_ND219148147$2059917E,32588056,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4693115458, 34.0149374727]}",bytearray(b'\x01\x01\x00\x00\x00(6K3\t\x9e]\xc0\x9e]\x9ax\xe9\x01A@')
206837105_920709E$828735E,206837105,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4589018499, 34.0165812569]}",bytearray(b'\x01\x01\x00\x00\x00>Y\xdd\xa5^\x9d]\xc0X\x0e\xaaU\x1f\x02A@')
CAB_5440725:P5440725,-999999,UG_TRANSFORMER_LOCATION,"{'type': 'Polygon', 'coordinates': [[[-118.4669839842, 34.0124869485], [-118.467130781, 34.0126422975], [-118.4672585227, 34.0125597851], [-118.4671117258, 34.0124044362], [-118.4669839842, 34.0124869485]]]}","bytearray(b""\x01\x03\x00\x00\x00\x01\x00\x00\x00\x05\x00\x00\x00D\xf9\xca\x10\xe3\x9d]\xc0\x98\xb7\x1d,\x99\x01A@e\xd6\x80x\xe5\x9d]\xc0\x87\'GC\x9e\x01A@\x86qJ\x90\xe7\x9d]\xc0\xe9\x1f\x1d\x8f\x9b\x01A@\xe7x\x94(\xe5\x9d]\xc0\xf4\xe6\xf3w\x96\x01A@D\xf9\xca\x10\xe3\x9d]\xc0\x98\xb7\x1d,\x99\x01A@"")"
825282EPH$P5440725-1,-999999,UG_PRIMARY_CONDUCTOR,"{'type': 'LineString', 'coordinates': [[-118.4667788894, 34.0122142334], [-118.467061941, 34.01246092]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00\xeb\x1b\x90\xb4\xdf\x9d]\xc0\xd6\x7fj<\x90\x01A@Hs\xc4W\xe4\x9d]\xc0e\xf0\xc5Q\x98\x01A@')
56208167_5304003:RCS1127-3,56208167,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4585676133, 34.0176469659]}",bytearray(b'\x01\x01\x00\x00\x006\x88\xf9+Y\x9d]\xc0\x02\xb5zAB\x02A@')
4611359EPH$788530E,-999999,OH_PRIMARY_CONDUCTOR,"{'type': 'LineString', 'coordinates': [[-118.4645984971, 34.0132557653], [-118.4644631199, 34.0133417149]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00-\xb4U\xfb\xbb\x9d]\xc069k]\xb2\x01A@\xcb\x8a\x85\xc3\xb9\x9d]\xc0\x83\x95j.\xb5\x01A@')
185227884_COURTLAND$WALGROVE_GS1151-3$GS1151-3,185227884,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4648082481, 34.0072220157]}",bytearray(b'\x01\x01\x00\x00\x00\t \x18k\xbf\x9d]\xc0\x11\x9f\xa8\xa6\xec\x00A@')
CAB_788530E:788530E,-999999,OH_TRANSFORMER_LOCATION,"{'type': 'Point', 'coordinates': [-118.4644631201, 34.0133417147]}","bytearray(b""\x01\x01\x00\x00\x00\xc5\xc1\x85\xc3\xb9\x9d]\xc0\x8f\'j.\xb5\x01A@"")"
CAB_5041001:V5041001,-999999,UG_TRANSFORMER_LOCATION,"{'type': 'Polygon', 'coordinates': [[[-118.4696231894, 34.0112084607], [-118.4695108912, 34.0110899005], [-118.4692957772, 34.0112291822], [-118.4694080753, 34.0113477426], [-118.4696231894, 34.0112084607]]]}","bytearray(b""\x01\x03\x00\x00\x00\x01\x00\x00\x00\x05\x00\x00\x00\xa3\xfakN\x0e\x9e]\xc0\x8f\x12bGo\x01A@x\xb4hw\x0c\x9e]\xc0P\xfb\xd3dk\x01A@e\xce\'\xf1\x08\x9e]\xc0\xa8\'5\xf5o\x01A@\x13\xf9*\xc8\n\x9e]\xc0\xdb\xac\xc3\xd7s\x01A@\xa3\xfakN\x0e\x9e]\xc0\x8f\x12bGo\x01A@"")"
CAB_1759057E:1759057E,-999999,OH_TRANSFORMER_LOCATION,"{'type': 'Point', 'coordinates': [-118.4690515623, 34.0120279683]}",bytearray(b'\x01\x01\x00\x00\x00\xd6\r\xd8\xf0\x04\x9e]\xc00>\xe9!\x8a\x01A@')
CAB_4340513E:4340513E,-999999,OH_TRANSFORMER_LOCATION,"{'type': 'Point', 'coordinates': [-118.4656618817, 34.0126489983]}",bytearray(b'\x01\x01\x00\x00\x00M9~g\xcd\x9d]\xc0I\x03}{\x9e\x01A@')
4403035E:4403035E,-999999,POTHEAD,"{'type': 'LineString', 'coordinates': [[-118.4691793745, 34.0121525554], [-118.4692843559, 34.0122602327]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00\xdb[\xed\x08\x07\x9e]\xc0\xbf\x00\x067\x8e\x01A@[G@\xc1\x08\x9e]\xc0r>I\xbe\x91\x01A@')
900072E:187932835,-999999,CUTOUT,"{'type': 'LineString', 'coordinates': [[-118.4578711914, 34.0203834587], [-118.4577704283, 34.0204434836]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00\xfd5\xf8\xc2M\x9d]\xc0y?\xd8\xec\x9b\x02A@\xf6\xa7V\x1cL\x9d]\xc09\xbd^\xe4\x9d\x02A@')
32587730_CAB_4314581E:4314581E,32587730,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4673915262, 34.0116520231]}",bytearray(b'\x01\x01\x00\x00\x008\xdd%\xbe\xe9\x9d]\xc0\xc8\x12A\xd0}\x01A@')
2241295E:187932935,-999999,CUTOUT,"{'type': 'Point', 'coordinates': [-118.4677981419, 34.0146012124]}",bytearray(b'\x01\x01\x00\x00\x00\xc4%\x9eg\xf0\x9d]\xc0\xb7\xde\xd8s\xde\x01A@')
1826691E:PS4938,-999999,OH_SWITCH,"{'type': 'Point', 'coordinates': [-118.4667779397, 34.0124791985]}",bytearray(b'\x01\x01\x00\x00\x00^`\x94\xb0\xdf\x9d]\xc0\n\xb8\x1a\xeb\x98\x01A@')
32587919_PS0294$2059971E,32587919,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4580686631, 34.0181942408]}",bytearray(b'\x01\x01\x00\x00\x00\x90\xd59\xffP\x9d]\xc0\x14\x9bZ0T\x02A@')
2059912E:32587576,-999999,CUTOUT,"{'type': 'LineString', 'coordinates': [[-118.4678546065, 34.013534016], [-118.4678566345, 34.0134313552]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00\xd4\x8crT\xf1\x9d]\xc0A\r\x8e{\xbb\x01A@9\x19\xf4\\\xf1\x9d]\xc0\x98\xa9_\x1e\xb8\x01A@')
293588A7812EEE34E0637F61810A7CE3,-999999,OH_TRANSFORMER,"{'type': 'Point', 'coordinates': [-118.4609927896, 34.0152362406]}",bytearray(b'\x01\x01\x00\x00\x00\x86\xc1\xe6\xe7\x80\x9d]\xc0\xa5\x8b\xd9B\xf3\x01A@')
32588962_ND32588962$PME0937-1,32588962,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4698219481, 34.0153813297]}",bytearray(b'\x01\x01\x00\x00\x00\x15\x82\x13\x90\x11\x9e]\xc0\xe7\x03\xf2\x03\xf8\x01A@')
32587619_ND187932891$2059914E,32587619,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4685881247, 34.0142545626]}",bytearray(b'\x01\x01\x00\x00\x00Z\xb8\x0bY\xfd\x9d]\xc0\xc8\x17\xf0\x17\xd3\x01A@')
185228026$185228035,-999999,UG_BUS,"{'type': 'LineString', 'coordinates': [[-118.4648416252, 34.0076281601], [-118.4648259587, 34.0076953731]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00l\x83\x16\xf7\xbf\x9d]\xc0>\x14\xa5\xf5\xf9\x00A@\xb2\xbc`\xb5\xbf\x9d]\xc0\xc3\xe5w)\xfc\x00A@')
185228000_5304043:GS4483-2,185228000,TERMINAL,"{'type': 'Point', 'coordinates': [-118.464841625, 34.0076281601]}",bytearray(b'\x01\x01\x00\x00\x00sL\x16\xf7\xbf\x9d]\xc0>\x14\xa5\xf5\xf9\x00A@')
X16066E:X16066EPH,-999999,POTHEAD,"{'type': 'LineString', 'coordinates': [[-118.4690163523, 34.0146197809], [-118.4691454703, 34.0145331784]]}","bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00\xbc\x9a)]\x04\x9e]\xc0\x8bk\x9c\x0f\xdf\x01A@S\x00\xb9z\x06\x9e]\xc0\xac\xf7""9\xdc\x01A@')"
5440745:P5440745-1,-999999,UG_SWITCH,"{'type': 'LineString', 'coordinates': [[-118.4705447527, 34.0153167593], [-118.470582504, 34.0153583872]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00\xa8\t\xbdg\x1d\x9e]\xc0\x19#J\xe6\xf5\x01A@\xfd/\x14\x06\x1e\x9e]\xc0%_}C\xf7\x01A@')
32587959_900069E:32587957,32587959,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4572093312, 34.0196139337]}",bytearray(b'\x01\x01\x00\x00\x00\x86;\xed\xeaB\x9d]\xc0\xca\xe4\x99\xb5\x82\x02A@')
2059912E$ND187932891,-999999,OH_PRIMARY_CONDUCTOR,"{'type': 'LineString', 'coordinates': [[-118.4678546065, 34.013534016], [-118.4685832154, 34.0142497417]]}",bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00\xd4\x8crT\xf1\x9d]\xc0A\r\x8e{\xbb\x01A@>ftD\xfd\x9d]\xc0\xfaI\x7f\xef\xd2\x01A@')
CAB_5440725:P5440725,-999999,UG_TRANSFORMER_LOCATION,"{'type': 'Point', 'coordinates': [-118.467061941, 34.01246092]}",bytearray(b'\x01\x01\x00\x00\x00Hs\xc4W\xe4\x9d]\xc0e\xf0\xc5Q\x98\x01A@')
365508E:282584229,-999999,CUTOUT,"{'type': 'LineString', 'coordinates': [[-118.4645130282, 34.0099401553], [-118.4645774683, 34.0100279243]]}","bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00\xd6+\xda\x94\xba\x9d]\xc0 \xf7\x10\xb8E\x01A@\xa63""\xa3\xbb\x9d]\xc0\'uS\x98H\x01A@')"
32587840_CAB_920709E:920709E,32587840,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4593716054, 34.0163073211]}",bytearray(b'\x01\x01\x00\x00\x00\xdby)Xf\x9d]\xc0\xaag\xb9[\x16\x02A@')
243240201_ND32588971$PS4938,243240201,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4667138906, 34.0124164405]}",bytearray(b'\x01\x01\x00\x00\x00\xd2-\xf0\xa3\xde\x9d]\xc0\xab\xf0\xa6\xdc\x96\x01A@')
CAB_5149667:P5149667,-999999,UG_TRANSFORMER_LOCATION,"{'type': 'Polygon', 'coordinates': [[[-118.4706801285, 34.0160858215], [-118.4708215514, 34.015990918], [-118.4706493497, 34.0158155236], [-118.4705079269, 34.015910427], [-118.4706801285, 34.0160858215]]]}",bytearray(b'\x01\x03\x00\x00\x00\x01\x00\x00\x00\x05\x00\x00\x007\xb2\x8b\x9f\x1f\x9e]\xc0\xca\xa2\xa6\x19\x0f\x02A@\xf5`\xb7\xf0!\x9e]\xc0\xe8\xeb\x8a\xfd\x0b\x02A@\x176s\x1e\x1f\x9e]\xc0\xc8P:>\x06\x02A@\xd5\xa2G\xcd\x1c\x9e]\xc0\xb1\xd0UZ\t\x02A@7\xb2\x8b\x9f\x1f\x9e]\xc0\xca\xa2\xa6\x19\x0f\x02A@')
CAB_1196050E:1196050E,-999999,OH_TRANSFORMER_LOCATION,"{'type': 'Point', 'coordinates': [-118.4667689232, 34.012011869]}",bytearray(b'\x01\x01\x00\x00\x00\xb8\xfb\xc2\x8a\xdf\x9d]\xc0iB\xdc\x9a\x89\x01A@')
32588926_2255565E$ND32588926,32588926,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4578688106, 34.0165841388]}",bytearray(b'\x01\x01\x00\x00\x00\xab\xd8\xfb\xb8M\x9d]\xc0\xa0\xe3\xd6m\x1f\x02A@')
243240200_1826691E:PS4938,243240200,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4667779396, 34.0124791987]}",bytearray(b'\x01\x01\x00\x00\x00\xe1D\x94\xb0\xdf\x9d]\xc0\xfd%\x1b\xeb\x98\x01A@')
900073E:32587986,-999999,CUTOUT,"{'type': 'Point', 'coordinates': [-118.457679316, 34.0201633271]}",bytearray(b'\x01\x01\x00\x00\x00\xa4\x91/\x9eJ\x9d]\xc0\x8d<?\xb6\x94\x02A@')
ND243240186$PS4939,-999999,OH_PRIMARY_CONDUCTOR,"{'type': 'LineString', 'coordinates': [[-118.4666164702, 34.0120988307], [-118.4665908536, 34.012112776]]}","bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00,\xd2S\x0b\xdd\x9d]\xc0\x92\x16Yt\x8c\x01A@\xc84\xe2\x9f\xdc\x9d]\xc0SdT\xe9\x8c\x01A@')"
153098385_788530E:153098382,153098385,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4643918607, 34.0132576252]}",bytearray(b'\x01\x01\x00\x00\x00\x0c\x8f\xa3\x98\xb8\x9d]\xc0\x0cT\x05m\xb2\x01A@')
187932891_ND187932891$2059914E,187932891,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4685832155, 34.0142497416]}",bytearray(b'\x01\x01\x00\x00\x00\xbb\x81tD\xfd\x9d]\xc0\x00\x13\x7f\xef\xd2\x01A@')
32588699_915039E:PS0060,32588699,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4642137189, 34.0079986857]}",bytearray(b'\x01\x01\x00\x00\x00\xecAu\xad\xb5\x9d]\xc0\n\xbf\xd6\x19\x06\x01A@')
2255606E:219526885,-999999,CUTOUT,"{'type': 'Point', 'coordinates': [-118.4610643757, 34.0153201412]}","bytearray(b""\x01\x01\x00\x00\x00\xdc\xbe\'\x14\x82\x9d]\xc0I\xb6\xa8\x02\xf6\x01A@"")"
4611363E:4611363EPH,-999999,POTHEAD,"{'type': 'Point', 'coordinates': [-118.4648930578, 34.0106468093]}",bytearray(b'\x01\x01\x00\x00\x00\xdc\xd8\xcf\xce\xc0\x9d]\xc0\x08\xe0\xe8\xdf\\\x01A@')
828735E$ND147809871,-999999,OH_PRIMARY_CONDUCTOR,"{'type': 'LineString', 'coordinates': [[-118.4589018499, 34.016581257], [-118.4587335843, 34.0166776116]]}","bytearray(b'\x01\x02\x00\x00\x00\x02\x00\x00\x00>Y\xdd\xa5^\x9d]\xc0RE\xaaU\x1f\x02A@N\x89\x1b\xe4[\x9d]\xc0\xde2\xf2}""\x02A@')"
32588016_2371599E:2371599E,32588016,TERMINAL,"{'type': 'Point', 'coordinates': [-118.46424901, 34.0078484806]}",bytearray(b'\x01\x01\x00\x00\x00\xa0\xc9zA\xb6\x9d]\xc0\n\xc0\xd3-\x01\x01A@')
32587892_2033145E$ND32589049,32587892,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4584627621, 34.0189409299]}",bytearray(b'\x01\x01\x00\x00\x00\xd0i2tW\x9d]\xc0\xf8<\t\xa8l\x02A@')
32588111_PS0294$2255566E,32588111,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4591500339, 34.0172260825]}",bytearray(b'\x01\x01\x00\x00\x00\xb3\xe3\xd2\xb6b\x9d]\xc0\xe4|\xdav4\x02A@')
32588652_293588B18613EE34E0637F61810A7CE3,32588652,TERMINAL,"{'type': 'Point', 'coordinates': [-118.4706781876, 34.0159643705]}",bytearray(b'\x01\x01\x00\x00\x00\xaf\xabg\x97\x1f\x9e]\xc0p\x99\xd8\x1e\x0b\x02A@')
