REGION_NAME,SYSTEM_ID,SYSTEM_NAME,ABANK_MRID,SBTRN_SUB_KEY,SBTRN_SUB_SECTION_NAME,SBTRN_SUB_ALIASNAME,SBTRN_SUB_TYPE,SBTRN_SUB_KEY,SUB_KEY,SUB_ID,SUB_NUM,SUB_NAME,SUB_LATITUDE,SUB_LONGITUDE,SUB_TYPE,SUB_PARENT_KEY,CIRCUIT_KEY,CIRCUIT_NAME,CIRCUIT_KV
METRO WEST,47,HINSON,B1C74AB01D80D8C0E053A040810A12E1,ABK_351_5071,,HINSON,A-BANK,ABK_351_5071,SUB_876_5755,876,5755,STATE STREET,33.790183,-118.198941,S -- SUB-TRANSMISSION,,CKT_1138_18130,TRIBUNE,12
ORANGE,59,SANTIAGO,B1C74AB01D8AD8C0E053A040810A12E1,ABK_381_5088,SEC_A,SANTIAGO,A-BANK,ABK_381_5088,SUB_942_5829,942,5829,IRVINE,33.683167,-117.742226,D -- DISTRIBUTION,,CKT_5252_04396,CROMWELL,12
SAN JACINTO VALLEY,46,VALLEY,B1C83FDA0C2295B9E053A140810ACB23,ABK_349_5070,SEC_ABC,VALLEY,A-BANK,ABK_349_5070,SUB_1777_8024,1777,8024,ALESSANDRO,33.901994,-117.218897,D -- DISTRIBUTION,,CKT_3962_10044,LANDMARK,12
SAN JOAQUIN,4,BIG CREEK,B1C74AB01D5AD8C0E053A040810A12E1,ABK_144_2211,,BIG CREEK 1,A-BANK,ABK_144_2211,SUB_10162_7386,10162,7386,HUNTINGTON P.T.,37.207719,-119.212981,D -- DISTRIBUTION,SUB_551_2211,CKT_34871331_08844,HUNTINGTON,12
METRO EAST,20,MESA,B1C74AB01D64D8C0E053A040810A12E1,ABK_284_5012,,MESA,A-BANK,ABK_284_5012,SUB_423_5151,423,5151,HOYT,34.052515,-118.048803,D -- DISTRIBUTION,SUB_400_5116,CKT_1670_16500,SLACK,4
METRO EAST,45,MIRA LOMA,B1C74AB01D7CD8C0E053A040810A12E1,ABK_343_5069,,MIRA LOMA,A-BANK,ABK_343_5069,SUB_1782_8279,1782,8279,CORONA,33.884287,-117.57202,S -- SUB-TRANSMISSION,,CKT_3647_11817,MICHAEL,12
METRO EAST,40,CHINO,B1C74AB01D76D8C0E053A040810A12E1,ABK_2215_5062,SEC_A,CHINO,A-BANK,ABK_2215_5062,SUB_755_5625,755,5625,ONTARIO,34.056617,-117.645751,D -- DISTRIBUTION,SUB_781_5648,CKT_2434_10970,MAITLAND,4
METRO EAST,40,CHINO,B1C74AB01D77D8C0E053A040810A12E1,ABK_2216_5062,SEC_C,CHINO,A-BANK,ABK_2216_5062,SUB_808_5176,808,5176,KIMBALL,33.970129,-117.618568,S -- SUB-TRANSMISSION,,CKT_14428_06451,HELLCAT,12
METRO EAST,45,MIRA LOMA,B1C74AB01D7CD8C0E053A040810A12E1,ABK_343_5069,,MIRA LOMA,A-BANK,ABK_343_5069,SUB_1776_8275,1776,8275,JEFFERSON,33.857922,-117.588126,S -- SUB-TRANSMISSION,,CKT_3916_04082,CORONITA,12
ORANGE,24,JOHANNA,B3C018FE52F0775BE053A040810A3360,ABK_2231_5085,SEC_A,JOHANNA,A-BANK,ABK_2231_5085,SUB_933_5821,933,5821,FAIRVIEW,33.693593,-117.867516,S -- SUB-TRANSMISSION,,CKT_577_17470,TACOMA,12
METRO WEST,26,EL NIDO,B1C74AB01D69D8C0E053A040810A12E1,ABK_301_5023,,EL NIDO,A-BANK,ABK_301_5023,SUB_478_5211,478,5211,INGLEWOOD,33.965663,-118.35809,S -- SUB-TRANSMISSION,,CKT_2574_07870,HALLET,16
SAN JOAQUIN,28,RECTOR,B1C74AB01D6BD8C0E053A040810A12E1,ABK_305_5033,,RECTOR,A-BANK,ABK_305_5033,SUB_589_5328,589,5328,TULARE,36.21335,-119.330406,S -- SUB-TRANSMISSION,,CKT_161_07715,GUERNSEY,12
DESERT,1,ETIWANDA,B1C74AB01D45D8C0E053A040810A12E1,ABK_111_5096,SEC_A,ETIWANDA,A-BANK,ABK_111_5096,SUB_815_5664,815,5664,WIMBLEDON,34.048462,-117.525158,S -- SUB-TRANSMISSION,,CKT_448_11483,MCENROE,12
ORANGE,53,VILLA PARK,B1C74AB01D85D8C0E053A040810A12E1,ABK_368_5082,,VILLA PARK,A-BANK,ABK_368_5082,SUB_918_5804,918,5804,ATWOOD,33.880292,-117.832056,S -- SUB-TRANSMISSION,,CKT_4064_04440,CROWTHER,12
METRO WEST,2,ALAMITOS,B1C74AB01D46D8C0E053A040810A12E1,ABK_119_5025,,ALAMITOS,A-BANK,ABK_119_5025,SUB_912_5796,912,5796,STADIUM,33.772332,-118.100329,D -- DISTRIBUTION,,CKT_519_14658,RAMP,12
SAN JOAQUIN,28,RECTOR,B1C74AB01D6BD8C0E053A040810A12E1,ABK_305_5033,,RECTOR,A-BANK,ABK_305_5033,SUB_567_5309,567,5309,GOSHEN,36.326899,-119.439165,S -- SUB-TRANSMISSION,,CKT_2283_04510,CURTIS,12
SAN JACINTO VALLEY,46,VALLEY,B1C83FDA0C2395B9E053A140810ACB23,ABK_350_5070,SEC_G,VALLEY,A-BANK,ABK_350_5070,SUB_1887_8078,1887,8078,SUN CITY,33.687501,-117.145953,S -- SUB-TRANSMISSION,,CKT_5128_14034,PHOTON,12
METRO WEST,48,LIGHTHIPE,B1C74AB01D81D8C0E053A040810A12E1,ABK_356_5073,SEC_AB,LIGHTHIPE,A-BANK,ABK_356_5073,SUB_898_5776,898,5776,JERSEY,33.879551,-118.248221,S -- SUB-TRANSMISSION,,CKT_3826_09649,KERNAN,16
METRO WEST,48,LIGHTHIPE,B1C74AB01D82D8C0E053A040810A12E1,ABK_357_5073,SEC_DEF,LIGHTHIPE,A-BANK,ABK_357_5073,SUB_851_5731,851,5731,LYNWOOD,33.927136,-118.21264,D -- DISTRIBUTION,SUB_868_5749,CKT_1379_13600,PALOMAR,4
DESERT,41,VISTA,B1C74AB01D78D8C0E053A040810A12E1,ABK_334_5064,,VISTA 115,A-BANK,ABK_334_5064,SUB_1808_8094,1808,8094,ARROWHEAD,34.283354,-117.216292,S -- SUB-TRANSMISSION,,CKT_1229_15954,SAWPIT,33
ORANGE,59,SANTIAGO,B1C74AB01D8AD8C0E053A040810A12E1,ABK_381_5088,SEC_A,SANTIAGO,A-BANK,ABK_381_5088,SUB_930_5818,930,5818,CROWN,33.608272,-117.865213,S -- SUB-TRANSMISSION,,CKT_3383_11430,JADE,12
ORANGE,24,JOHANNA,B3C018FE52F0775BE053A040810A3360,ABK_2231_5085,SEC_A,JOHANNA,A-BANK,ABK_2231_5085,SUB_993_5879,993,5879,CABRILLO,33.671881,-117.847621,S -- SUB-TRANSMISSION,,CKT_785_15112,RINGO,12
METRO WEST,47,HINSON,B1C74AB01D80D8C0E053A040810A12E1,ABK_351_5071,,HINSON,A-BANK,ABK_351_5071,SUB_843_5722,843,5722,PICO,33.765409,-118.206137,S -- SUB-TRANSMISSION,,CKT_1735_14089,PILOT,12
METRO EAST,45,MIRA LOMA,B1C74AB01D7CD8C0E053A040810A12E1,ABK_343_5069,,MIRA LOMA,A-BANK,ABK_343_5069,SUB_1776_8275,1776,8275,JEFFERSON,33.857922,-117.588126,S -- SUB-TRANSMISSION,,CKT_1278_13469,PACIFICA,12
DESERT,43,DEVERS,B1C74AB01D7BD8C0E053A040810A12E1,ABK_340_5067,,DEVERS,A-BANK,ABK_340_5067,SUB_9309_5067,9309,5067,DEVERS,33.934942,-116.577866,S -- SUB-TRANSMISSION,,CKT_39926398_16831,SPUTNIK,33
METRO EAST,40,CHINO,B1C74AB01D77D8C0E053A040810A12E1,ABK_2216_5062,SEC_C,CHINO,A-BANK,ABK_2216_5062,SUB_808_5176,808,5176,KIMBALL,33.970129,-117.618568,S -- SUB-TRANSMISSION,,CKT_9141_14003,PHANTOM,12
METRO EAST,32,PADUA,B1C83FDA0A9995B9E053A140810ACB23,ABK_314_5060,,PADUA,A-BANK,ABK_314_5060,SUB_762_5631,762,5631,SAN ANTONIO,34.092952,-117.697592,S -- SUB-TRANSMISSION,,CKT_2483_10317,LEHIGH,12
ORANGE,53,VILLA PARK,B1C74AB01D85D8C0E053A040810A12E1,ABK_368_5082,,VILLA PARK,A-BANK,ABK_368_5082,SUB_922_5808,922,5808,BRYAN,33.734647,-117.80232,S -- SUB-TRANSMISSION,,CKT_4258_02180,BRAZIL,12
ORANGE,24,JOHANNA,B3C018FE52F0775BE053A040810A3360,ABK_2231_5085,SEC_A,JOHANNA,A-BANK,ABK_2231_5085,SUB_993_5879,993,5879,CABRILLO,33.671881,-117.847621,S -- SUB-TRANSMISSION,,CKT_643_00569,ANTEATER,12
SAN JACINTO VALLEY,46,VALLEY,B1C83FDA0C2295B9E053A140810ACB23,ABK_349_5070,SEC_ABC,VALLEY,A-BANK,ABK_349_5070,SUB_811_8095,811,8095,STETSON,33.733451,-117.007407,S -- SUB-TRANSMISSION,,CKT_97_16784,SPITFIRE,12
METRO EAST,20,MESA,B1C74AB01D64D8C0E053A040810A12E1,ABK_284_5012,,MESA,A-BANK,ABK_284_5012,SUB_408_5133,408,5133,MICHILLINDA,34.128577,-118.067682,D -- DISTRIBUTION,SUB_447_5179,CKT_135_19660,WOOLLEY,4
DESERT,1,ETIWANDA,B1C83FDA0C2095B9E053A140810ACB23,ABK_112_5096,SEC_B,ETIWANDA,A-BANK,ABK_112_5096,SUB_796_5667,796,5667,ARCHLINE,34.120953,-117.584124,S -- SUB-TRANSMISSION,,CKT_1988_01078,BANYAN,12
METRO WEST,49,LAGUNA BELL,B1C74AB01D83D8C0E053A040810A12E1,ABK_360_5074,SEC_A,LAGUNA BELL,A-BANK,ABK_360_5074,SUB_833_5714,833,5714,CUDAHY,33.963676,-118.194344,S -- SUB-TRANSMISSION,,CKT_1183_13340,OTIS,16
SAN JOAQUIN,28,RECTOR,B1C74AB01D6BD8C0E053A040810A12E1,ABK_305_5033,,RECTOR,A-BANK,ABK_305_5033,SUB_568_5310,568,5310,HANFORD,36.323406,-119.648723,S -- SUB-TRANSMISSION,,CKT_4339_16833,SQUADRON,12
DESERT,41,VISTA,B1C74AB01D78D8C0E053A040810A12E1,ABK_334_5064,,VISTA 115,A-BANK,ABK_334_5064,SUB_1705_8198,1705,8198,MUSCOY,34.157199,-117.339023,D -- DISTRIBUTION,SUB_1610_8042,CKT_211_14377,POWER,4
SAN JACINTO VALLEY,46,VALLEY,B1C83FDA0C2395B9E053A140810ACB23,ABK_350_5070,SEC_G,VALLEY,A-BANK,ABK_350_5070,SUB_1609_8018,1609,8018,AULD,33.597282,-117.137572,S -- SUB-TRANSMISSION,,CKT_3941_07036,GARBONI,12
METRO WEST,48,LIGHTHIPE,B1C74AB01D82D8C0E053A040810A12E1,ABK_357_5073,SEC_DEF,LIGHTHIPE,A-BANK,ABK_357_5073,SUB_854_5734,854,5734,LINDEN,33.858914,-118.185678,D -- DISTRIBUTION,SUB_907_5785,CKT_84_16750,SPAULDING,4
ORANGE,53,VILLA PARK,B1C74AB01D85D8C0E053A040810A12E1,ABK_368_5082,,VILLA PARK,A-BANK,ABK_368_5082,SUB_1004_5890,1004,5890,CANYON,33.871444,-117.746962,S -- SUB-TRANSMISSION,,CKT_1688_19137,WEIR,12
NORTH COAST,35,SANTA CLARA,B1C74AB01D73D8C0E053A040810A12E1,ABK_318_5053,,SANTA CLARA,A-BANK,ABK_318_5053,SUB_717_5587,717,5587,GONZALES,34.226314,-119.17603,S -- SUB-TRANSMISSION,,CKT_3193_02987,CARNEGIE,16
SAN JACINTO VALLEY,46,VALLEY,B1C83FDA0C2395B9E053A140810ACB23,ABK_350_5070,SEC_G,VALLEY,A-BANK,ABK_350_5070,SUB_1609_8018,1609,8018,AULD,33.597282,-117.137572,S -- SUB-TRANSMISSION,,CKT_4370_03711,CLYDESDALE,12
RURALS,66,VICTOR,B1C74AB01D4BD8C0E053A040810A12E1,ABK_1622_8049,,VICTOR,A-BANK,ABK_1622_8049,SUB_1676_8020,1676,8020,SAVAGE,34.473904,-117.29442,D -- DISTRIBUTION,,CKT_3324_05204,DONERT,12
METRO EAST,40,CHINO,B1C74AB01D77D8C0E053A040810A12E1,ABK_2216_5062,SEC_C,CHINO,A-BANK,ABK_2216_5062,SUB_757_5627,757,5627,POMONA,34.058357,-117.75537,D -- DISTRIBUTION,SUB_746_5617,CKT_2617_09630,KENOAK,4
RURALS,66,VICTOR,B1C74AB01D4BD8C0E053A040810A12E1,ABK_1622_8049,,VICTOR,A-BANK,ABK_1622_8049,SUB_1671_8149,1671,8149,GEORGE AFB,34.579576,-117.368954,T -- TRANSMISSION,SUB_1623_8049,CKT_2206_12635,NEVCAL,4
METRO EAST,32,PADUA,B1C83FDA0A9995B9E053A140810ACB23,ABK_314_5060,,PADUA,A-BANK,ABK_314_5060,SUB_764_5633,764,5633,SAN DIMAS,34.117136,-117.807888,S -- SUB-TRANSMISSION,,CKT_2491_02747,CALORA,12
ORANGE,59,SANTIAGO,B1C74AB01D89D8C0E053A040810A12E1,ABK_380_5088,SEC_C,SANTIAGO,A-BANK,ABK_380_5088,SUB_383_5088,383,5088,SANTIAGO,33.665081,-117.768056,D -- DISTRIBUTION,,CKT_2640_06727,FRANC,12
ORANGE,53,VILLA PARK,B1C74AB01D85D8C0E053A040810A12E1,ABK_368_5082,,VILLA PARK,A-BANK,ABK_368_5082,SUB_367_5082,367,5082,VILLA PARK,33.813973,-117.835103,T -- TRANSMISSION,,CKT_1179_13280,ORVIL,12
NORTH COAST,37,MOORPARK,B1C83FDA0C1D95B9E053A140810ACB23,ABK_324_5056,SEC_A,MOORPARK,A-BANK,ABK_324_5056,SUB_322_5056,322,5056,MOORPARK,34.280604,-118.903081,S -- SUB-TRANSMISSION,,CKT_3208_06130,EVERETT,16
METRO WEST,56,DEL AMO,B1C83FDA0C2195B9E053A140810ACB23,ABK_2035_5075,SEC_C,DEL AMO,A-BANK,ABK_2035_5075,SUB_991_5788,991,5788,BOVINE,33.850564,-118.064109,S -- SUB-TRANSMISSION,,CKT_4255_02134,BRAHMA,12
NORTH COAST,34,ANTELOPE,B1C74AB01D72D8C0E053A040810A12E1,ABK_317_5052,,ANTELOPE,A-BANK,ABK_317_5052,SUB_699_5566,699,5566,QUARTZ HILL,34.659764,-118.228284,D -- DISTRIBUTION,,CKT_1711_19245,INVENTION,12
METRO EAST,40,CHINO,B1C74AB01D77D8C0E053A040810A12E1,ABK_2216_5062,SEC_C,CHINO,A-BANK,ABK_2216_5062,SUB_808_5176,808,5176,KIMBALL,33.970129,-117.618568,S -- SUB-TRANSMISSION,,CKT_63435556_12729,NISH,12
RURALS,66,VICTOR,B1C74AB01D4BD8C0E053A040810A12E1,ABK_1622_8049,,VICTOR,A-BANK,ABK_1622_8049,SUB_1829_8000,1829,8000,ROADWAY,34.576184,-117.41321,D -- DISTRIBUTION,,CKT_64595353_05089,DINA,12
SAN JOAQUIN,30,VESTAL,B1C74AB01D6CD8C0E053A040810A12E1,ABK_308_5035,,VESTAL,A-BANK,ABK_308_5035,SUB_562_5305,562,5305,DELANO,35.775609,-119.242611,S -- SUB-TRANSMISSION,,CKT_1699_19180,WEST CITY,4
METRO EAST,22,WALNUT,B1C83FDA0B6095B9E053A140810ACB23,ABK_290_5014,,WALNUT,A-BANK,ABK_290_5014,SUB_289_5014,289,5014,WALNUT,34.0079,-117.949692,T -- TRANSMISSION,,CKT_892_15307,ROCKHILL,12
SAN JACINTO VALLEY,46,VALLEY,B1C83FDA0C2395B9E053A140810ACB23,ABK_350_5070,SEC_G,VALLEY,A-BANK,ABK_350_5070,SUB_1702_8195,1702,8195,MURRIETTA 2,33.539903,-117.187695,D -- DISTRIBUTION,SUB_1608_8018,CKT_3532_08812,HUGO,12
SAN JACINTO VALLEY,46,VALLEY,B1C83FDA0C2395B9E053A140810ACB23,ABK_350_5070,SEC_G,VALLEY,A-BANK,ABK_350_5070,SUB_1834_8346,1834,8346,FOGARTY,33.701851,-117.373987,S -- SUB-TRANSMISSION,,CKT_4822_09651,KERRY,12
METRO EAST,20,MESA,B1C74AB01D64D8C0E053A040810A12E1,ABK_284_5012,,MESA,A-BANK,ABK_284_5012,SUB_402_5121,402,5121,GARFIELD,34.125229,-118.149539,S -- SUB-TRANSMISSION,,CKT_2846_06790,FREMONT,4
METRO WEST,56,DEL AMO,B1C83FDA0C2195B9E053A140810ACB23,ABK_2035_5075,SEC_C,DEL AMO,A-BANK,ABK_2035_5075,SUB_991_5788,991,5788,BOVINE,33.850564,-118.064109,S -- SUB-TRANSMISSION,,CKT_289_19812,ZEBU,12
DESERT,43,DEVERS,B1C74AB01D7BD8C0E053A040810A12E1,ABK_340_5067,,DEVERS,A-BANK,ABK_340_5067,SUB_1912_7549,1912,7549,MORONGO P.T.,34.063437,-116.560848,D -- DISTRIBUTION,SUB_1789_8029,CKT_5778_12178,MORONGO,12
RURALS,65,KRAMER,B1C74AB01D4AD8C0E053A040810A12E1,ABK_1618_5042,,KRAMER,A-BANK,ABK_1618_5042,SUB_1634_8110,1634,8110,BARSTOW,34.901122,-117.022086,D -- DISTRIBUTION,SUB_2201_8110,CKT_58_14283,POLICE,12
METRO EAST,20,MESA,B1C74AB01D64D8C0E053A040810A12E1,ABK_284_5012,,MESA,A-BANK,ABK_284_5012,SUB_2039_7326,2039,7326,GABRIELINO P.T.,34.084371,-118.092848,D -- DISTRIBUTION,SUB_414_5141,CKT_5764_06891,GABRIELINO,4
METRO WEST,25,LA FRESA,B1C74AB01D68D8C0E053A040810A12E1,ABK_300_5021,SEC_B,LA FRESA,A-BANK,ABK_300_5021,SUB_530_5255,530,5255,LUNADA,33.760334,-118.378698,D -- DISTRIBUTION,SUB_537_5264,CKT_3066_03674,CLIPPER,4
SAN JOAQUIN,29,SPRINGVILLE,B1C83FDA093395B9E053A140810ACB23,ABK_306_5034,,SPRINGVILLE,A-BANK,ABK_306_5034,SUB_595_5333,595,5333,WOODVILLE,36.080827,-119.17898,S -- SUB-TRANSMISSION,,CKT_1486_18860,VOSSLER,12
RURALS,64,INYO SCE,B1C74AB01D49D8C0E053A040810A12E1,ABK_1615_8015,,INYO SCE,A-BANK,ABK_1615_8015,SUB_2001_2610,2001,2610,BRIDGEPORT,38.218343,-119.230297,D -- DISTRIBUTION,SUB_189_2560,CKT_417_17122,STROSNIDER,16
NORTH COAST,35,SANTA CLARA,B1C74AB01D73D8C0E053A040810A12E1,ABK_318_5053,,SANTA CLARA,A-BANK,ABK_318_5053,SUB_642_5504,642,5504,CASITAS,34.362575,-119.309306,S -- SUB-TRANSMISSION,,CKT_2664_02860,CANET,16
METRO WEST,56,DEL AMO,B1C83FDA0C2195B9E053A140810ACB23,ABK_2035_5075,SEC_C,DEL AMO,A-BANK,ABK_2035_5075,SUB_926_5814,926,5814,CARMENITA,33.903163,-118.047425,S -- SUB-TRANSMISSION,,CKT_1169_13230,ORCHARDALE,12
RURALS,64,INYO SCE,B1C74AB01D49D8C0E053A040810A12E1,ABK_1615_8015,,INYO SCE,A-BANK,ABK_1615_8015,SUB_2001_2610,2001,2610,BRIDGEPORT,38.218343,-119.230297,D -- DISTRIBUTION,SUB_189_2560,CKT_1640_14038,PICKLE MEADOWS,16
DESERT,43,DEVERS,B1C74AB01D7BD8C0E053A040810A12E1,ABK_340_5067,,DEVERS,A-BANK,ABK_340_5067,SUB_1647_8124,1647,8124,PALM SPRINGS 'B'_SEC_B,33.825146,-116.546521,D -- DISTRIBUTION,SUB_1613_8044,CKT_1101_15625,SAFEWAY,4
DESERT,43,DEVERS,B1C74AB01D7BD8C0E053A040810A12E1,ABK_340_5067,,DEVERS,A-BANK,ABK_340_5067,SUB_1718_8214,1718,8214,PALM CANYON,33.79901,-116.543488,D -- DISTRIBUTION,SUB_1814_8098,CKT_3537_03011,CARRIBEAN,12
METRO EAST,32,PADUA,B1C83FDA0A9995B9E053A140810ACB23,ABK_314_5060,,PADUA,A-BANK,ABK_314_5060,SUB_766_5635,766,5635,UPLAND,34.093547,-117.65017,S -- SUB-TRANSMISSION,,CKT_2498_04480,CUBIC,12
DESERT,51,EL CASCO,B1C74AB01D4CD8C0E053A040810A12E1,ABK_1860_8006,,EL CASCO,A-BANK,ABK_1860_8006,SUB_1810_8096,1810,8096,MARASCHINO,33.925817,-116.987522,S -- SUB-TRANSMISSION,,CKT_305_15986,SCHMIDT,12
METRO EAST,32,PADUA,B1C83FDA0A9995B9E053A140810ACB23,ABK_314_5060,,PADUA,A-BANK,ABK_314_5060,SUB_767_5635,767,5635,UPLAND,34.093547,-117.65017,S -- SUB-TRANSMISSION,,CKT_1958_01010,BALDY,4
SAN JOAQUIN,30,VESTAL,B1C74AB01D6CD8C0E053A040810A12E1,ABK_308_5035,,VESTAL,A-BANK,ABK_308_5035,SUB_563_5305,563,5305,DELANO,35.775609,-119.242611,S -- SUB-TRANSMISSION,,CKT_3183_03210,C B S,12
SAN JOAQUIN,30,VESTAL,B1C74AB01D6CD8C0E053A040810A12E1,ABK_308_5035,,VESTAL,A-BANK,ABK_308_5035,SUB_604_5343,604,5343,QUINN,35.732842,-119.129957,S -- SUB-TRANSMISSION,,CKT_2555_09890,KYTE,12
NORTH COAST,34,ANTELOPE,B1C74AB01D72D8C0E053A040810A12E1,ABK_317_5052,,ANTELOPE,A-BANK,ABK_317_5052,SUB_678_5545,678,5545,PIUTE,34.690674,-117.969321,D -- DISTRIBUTION,,CKT_2944_10770,LUCERNE,12
METRO WEST,26,EL NIDO,B1C74AB01D69D8C0E053A040810A12E1,ABK_301_5023,,EL NIDO,A-BANK,ABK_301_5023,SUB_508_5238,508,5238,LAWNDALE,33.895263,-118.358248,D -- DISTRIBUTION,SUB_302_5023,CKT_2926_09840,KORNBLUM,4
NORTH COAST,79,WINDHUB,B1C74AB01D56D8C0E053A040810A12E1,ABK_2096_5079,,WINDHUB,A-BANK,ABK_2096_5079,SUB_1262_5464,1262,5464,CORRECTION,35.108785,-118.567001,C -- CUSTOMER,,CKT_1976_21067,DINELY,12
DESERT,43,DEVERS,B1C74AB01D7BD8C0E053A040810A12E1,ABK_340_5067,,DEVERS,A-BANK,ABK_340_5067,SUB_1767_8266,1767,8266,WHITEWATER,33.92136,-116.650582,D -- DISTRIBUTION,SUB_1613_8044,CKT_931_17955,TOLL,4
DESERT,1,ETIWANDA,B1C83FDA0C2095B9E053A140810ACB23,ABK_112_5096,SEC_B,ETIWANDA,A-BANK,ABK_112_5096,SUB_796_5667,796,5667,ARCHLINE,34.120953,-117.584124,S -- SUB-TRANSMISSION,,CKT_3739_06354,FERON,12
RURALS,66,VICTOR,B1C74AB01D4BD8C0E053A040810A12E1,ABK_1622_8049,,VICTOR,A-BANK,ABK_1622_8049,SUB_1623_8049,1623,8049,VICTOR,34.506044,-117.387819,D -- DISTRIBUTION,,CKT_40104670_01424,BURNETTA,33
NORTH COAST,37,MOORPARK,B1C83FDA0C1D95B9E053A140810ACB23,ABK_324_5056,SEC_A,MOORPARK,A-BANK,ABK_324_5056,SUB_322_5056,322,5056,MOORPARK,34.280604,-118.903081,S -- SUB-TRANSMISSION,,CKT_334_03810,COLLINS,16
METRO WEST,49,LAGUNA BELL,B1C74AB01D84D8C0E053A040810A12E1,ABK_361_5074,SEC_C,LAGUNA BELL,A-BANK,ABK_361_5074,SUB_869_5750,869,5750,CALDEN,33.956609,-118.23219,S -- SUB-TRANSMISSION,,CKT_221_14418,PRINCE,16
ORANGE,52,BARRE,B1C83FDA0C2795B9E053A140810ACB23,ABK_365_5081,SEC_C,BARRE,A-BANK,ABK_365_5081,SUB_983_5869,983,5869,SHAWNEE,33.772195,-118.012283,S -- SUB-TRANSMISSION,,CKT_3513_08691,HOPI,12
ORANGE,52,BARRE,B1C83FDA0C2895B9E053A140810ACB23,ABK_366_5081,SEC_AB,BARRE,A-BANK,ABK_366_5081,SUB_980_5866,980,5866,MARION,33.81758,-118.027235,S -- SUB-TRANSMISSION,,CKT_3765_09467,KAREN,12
METRO WEST,49,LAGUNA BELL,B1C74AB01D84D8C0E053A040810A12E1,ABK_361_5074,SEC_C,LAGUNA BELL,A-BANK,ABK_361_5074,SUB_909_5787,909,5787,SOUTH GATE,33.946812,-118.213066,D -- DISTRIBUTION,SUB_869_5750,CKT_2095_11990,MISSOURI,4
DESERT,41,VISTA,B1C74AB01D78D8C0E053A040810A12E1,ABK_334_5064,,VISTA 115,A-BANK,ABK_334_5064,SUB_773_5641,773,5641,MT. VERNON 'A'_SEC_A,34.120769,-117.310395,D -- DISTRIBUTION,SUB_1610_8042,CKT_3479_02937,CAREY,4
METRO WEST,25,LA FRESA,B1C74AB01D67D8C0E053A040810A12E1,ABK_298_5021,SEC_A,LA FRESA,A-BANK,ABK_298_5021,SUB_497_5229,497,5229,MOBILOIL,33.8573,-118.332547,C -- CUSTOMER,,CKT_1924_21028,HYDROCRACKER 1,12
DESERT,43,DEVERS,B1C74AB01D7BD8C0E053A040810A12E1,ABK_340_5067,,DEVERS,A-BANK,ABK_340_5067,SUB_1745_8004,1745,8004,THORNHILL,33.813748,-116.531933,S -- SUB-TRANSMISSION,,CKT_1539_16333,SHERATON,12
METRO WEST,48,LIGHTHIPE,B1C74AB01D81D8C0E053A040810A12E1,ABK_356_5073,SEC_AB,LIGHTHIPE,A-BANK,ABK_356_5073,SUB_9176_7310,9176,7310,GREENLEAF P.T.,33.88382,-118.240983,D -- DISTRIBUTION,SUB_898_5776,CKT_14972_07585,GREENLEAF,4
METRO EAST,20,MESA,B1C74AB01D64D8C0E053A040810A12E1,ABK_284_5012,,MESA,A-BANK,ABK_284_5012,SUB_398_5109,398,5109,BICKNELL,34.033653,-118.162565,D -- DISTRIBUTION,SUB_433_5164,CKT_2795_02450,BURGER,4
SAN JOAQUIN,4,BIG CREEK,B1C74AB01D5AD8C0E053A040810A12E1,ABK_144_2211,,BIG CREEK 1,A-BANK,ABK_144_2211,SUB_572_5301,572,5301,PITMAN,37.205323,-119.240648,D -- DISTRIBUTION,SUB_551_2211,CKT_981_15415,ROSEBUD,12
ORANGE,58,OLINDA,B1C74AB01D88D8C0E053A040810A12E1,ABK_378_5087,,OLINDA,A-BANK,ABK_378_5087,SUB_925_5813,925,5813,CAROLINA,33.910213,-117.879534,S -- SUB-TRANSMISSION,,CKT_3370_11315,MARYLAND,12
NORTH COAST,35,SANTA CLARA,B1C74AB01D73D8C0E053A040810A12E1,ABK_318_5053,,SANTA CLARA,A-BANK,ABK_318_5053,SUB_1257_5291,1257,5291,WASTEWATER,34.141158,-119.184722,C -- CUSTOMER,,CKT_1803_21075,SLUDGE,16
METRO EAST,22,WALNUT,B1C83FDA0B6095B9E053A140810ACB23,ABK_290_5014,,WALNUT,A-BANK,ABK_290_5014,SUB_454_5186,454,5186,CORTEZ,34.092491,-117.879562,S -- SUB-TRANSMISSION,,CKT_3222_11380,MAYBELL,12
METRO WEST,49,LAGUNA BELL,B1C74AB01D83D8C0E053A040810A12E1,ABK_360_5074,SEC_A,LAGUNA BELL,A-BANK,ABK_360_5074,SUB_834_5714,834,5714,CUDAHY,33.963676,-118.194344,S -- SUB-TRANSMISSION,,CKT_4324_10860,MAAS,4
METRO EAST,45,MIRA LOMA,B1C74AB01D7CD8C0E053A040810A12E1,ABK_343_5069,,MIRA LOMA,A-BANK,ABK_343_5069,SUB_818_5663,818,5663,MILLIKEN,34.044074,-117.568606,S -- SUB-TRANSMISSION,,CKT_1768_16557,SMIRNOFF,12
METRO EAST,21,RIO HONDO,B1C83FDA093795B9E053A140810ACB23,ABK_287_5013,,RIO HONDO,A-BANK,ABK_287_5013,SUB_288_5013,288,5013,RIO HONDO,34.104883,-117.98117,T -- TRANSMISSION,,CKT_5414_06109,EUPHRATES,12
